 Level   Rel eigenvalue     Abs eigenvalue      Total Energy    Degeneracy
   33     0.1094406389     -5.203633516469    -4046.360531825610 (   2 * )
   34     0.1094406457     -5.203633509723    -4046.360531818863 (   2 * )
   35     0.1094406491     -5.203633506338    -4046.360531815478 (   2 * )
   36     0.1240921348     -5.188982020657    -4046.345880329797 (   4 * )
   37     0.1240921369     -5.188982018476    -4046.345880327616 (   2 * )
   38     0.1240921396     -5.188982015859    -4046.345880325000 (   2 * )
   39     0.1240921431     -5.188982012367    -4046.345880321508 (   2 * )
   40     0.1240921474     -5.188982007994    -4046.345880317135 (   2 * )
   41     0.1249196863     -5.188154469107    -4046.345052778248 (   4 * )
   42     0.1249196881     -5.188154467350    -4046.345052776490 (   2 * )
   43     0.1249196902     -5.188154465242    -4046.345052774383 (   2 * )
   44     0.1249196930     -5.188154462434    -4046.345052771575 (   2 * )
   45     0.1249196965     -5.188154458925    -4046.345052768066 (   2 * )
   46     0.1249197007     -5.188154454713    -4046.345052763854 (   2 * )
   47     0.1378193696     -5.175254785864    -4046.332153095005 (   2 * )
   48     0.1378193746     -5.175254780770    -4046.332153089910 (   2 * )
   49     0.1378193847     -5.175254770734    -4046.332153079875 (   2 * )
   50     0.1404936974     -5.172580458044    -4046.329478767184 (   2 * )
   51     0.1404937191     -5.172580436323    -4046.329478745463 (   2 * )
   52     0.1443664251     -5.168707730360    -4046.325606039501 (   2 * )
   53     0.1443664314     -5.168707724025    -4046.325606033165 (   2 * )
   54     0.1443664441     -5.168707711340    -4046.325606020481 (   2 * )
   55     0.1443664631     -5.168707692297    -4046.325606001438 (   2 * )
   56     0.1455066168     -5.167567538660    -4046.324465847801 (   2 * )
   57     0.1455066246     -5.167567530868    -4046.324465840008 (   2 * )
   58     0.1455066402     -5.167567515218    -4046.324465824358 (   2 * )
   59     0.1456255948     -5.167448560593    -4046.324346869734 (  10 * )
   60     0.1463013029     -5.166772852517    -4046.323671161658 (   2 * )
   61     0.1463013091     -5.166772846283    -4046.323671155424 (   2 * )
   62     0.1463013133     -5.166772842111    -4046.323671151252 (   2 * )
   63     0.1463013154     -5.166772840018    -4046.323671149159 (   2 * )
   64     0.1471495110     -5.165924644412    -4046.322822953552 (   2 * )
   65     0.1471495204     -5.165924635035    -4046.322822944175 (   2 * )
   66     0.1505234783     -5.162550677118    -4046.319448986259 (   2 * )
   67     0.1505234829     -5.162550672506    -4046.319448981646 (   2 * )
   68     0.1505234922     -5.162550663174    -4046.319448972315 (   2 * )
   69     0.1523249436     -5.160749211868    -4046.317647521009 (   2 * )
   70     0.1523249555     -5.160749199960    -4046.317647509101 (   2 * )
   71     0.1523249644     -5.160749191027    -4046.317647500167 (   2 * )
   72     0.1523249703     -5.160749185071    -4046.317647494211 (   2 * )
   73     0.1523249733     -5.160749182093    -4046.317647491233 (   2 * )
   74     0.1547888167     -5.158285338690    -4046.315183647831 (   2 * )
   75     0.1547888233     -5.158285332153    -4046.315183641294 (   2 * )
   76     0.1547888285     -5.158285326914    -4046.315183636055 (   2 * )
   77     0.1547888324     -5.158285322980    -4046.315183632121 (   2 * )
   78     0.1547888351     -5.158285320356    -4046.315183629496 (   2 * )
   79     0.1547888364     -5.158285319043    -4046.315183628184 (   2 * )
   80     0.1577386077     -5.155335547768    -4046.312233856909 (   2 * )
   81     0.1577386437     -5.155335511669    -4046.312233820810 (   2 * )
   82     0.1577386678     -5.155335487598    -4046.312233796739 (   2 * )
   83     0.1577386799     -5.155335475558    -4046.312233784699 (   2 * )
   84     0.1599215466     -5.153152608775    -4046.310050917915 (   2 * )
   85     0.1599215700     -5.153152585425    -4046.310050894566 (   2 * )
   86     0.1599215875     -5.153152567913    -4046.310050877054 (   2 * )
   87     0.1599215992     -5.153152556235    -4046.310050865376 (   2 * )
   88     0.1599216050     -5.153152550395    -4046.310050859536 (   2 * )
   89     0.1695145454     -5.143559609983    -4046.300457919123 (   2 * )
   90     0.1695145669     -5.143559588566    -4046.300457897707 (   2 * )
   91     0.1695146097     -5.143559545721    -4046.300457854862 (   2 * )
   92     0.1698093453     -5.143264810087    -4046.300163119227 (   2 * )
   93     0.1698093576     -5.143264797795    -4046.300163106935 (   2 * )
   94     0.1698093822     -5.143264773195    -4046.300163082336 (   2 * )
   95     0.1698094192     -5.143264736245    -4046.300163045385 (   2 * )
   96     0.1872312884     -5.125842866972    -4046.282741176113 (   2 * )
   97     0.2072672305     -5.105806924885    -4046.262705234026 (   2 * )
   98     0.2072672550     -5.105806900440    -4046.262705209581 (   2 * )
   99     0.2076818092     -5.105392346194    -4046.262290655335 (   2 * )
  100     0.2076818303     -5.105392325154    -4046.262290634294 (   2 * )
  101     0.2076818408     -5.105392314639    -4046.262290623780 (   2 * )
  102     0.2279805960     -5.085093559408    -4046.241991868548 (   2 * )
  103     0.2279805997     -5.085093555734    -4046.241991864875 (   2 * )
  104     0.2279806071     -5.085093548365    -4046.241991857506 (   2 * )
  105     0.2279806181     -5.085093537291    -4046.241991846431 (   2 * )
  106     0.2283651267     -5.084709028733    -4046.241607337874 (   2 * )
  107     0.2283651292     -5.084709026262    -4046.241607335403 (   2 * )
  108     0.2283651341     -5.084709021325    -4046.241607330466 (   2 * )
  109     0.2283651415     -5.084709013939    -4046.241607323080 (   2 * )
  110     0.2283651513     -5.084709004146    -4046.241607313286 (   2 * )
  111     0.2783716895     -5.034702465900    -4046.191600775040 (   2 * )
  112     0.2783717217     -5.034702433703    -4046.191600742844 (   2 * )
  113     0.2785035000     -5.034570655403    -4046.191468964543 (   2 * )
  114     0.3013040706     -5.011770084788    -4046.168668393928 (   2 * )
  115     0.3013040755     -5.011770079877    -4046.168668389018 (   2 * )
  116     0.3016872825     -5.011386872968    -4046.168285182108 (   6 * )


 Total average:     -4046.3225899771
