 Level   Rel eigenvalue     Abs eigenvalue      Total Energy    Degeneracy
   42     0.1464168788     -7.750571624190    -4046.349024545186 (   2 * )
   43     0.1464169250     -7.750571578018    -4046.349024499014 (   2 * )
   44     0.1464169609     -7.750571542116    -4046.349024463113 (   2 * )
   45     0.1464169865     -7.750571516475    -4046.349024437471 (   2 * )
   46     0.1464170019     -7.750571501091    -4046.349024422087 (   2 * )
   47     0.1464170070     -7.750571495963    -4046.349024416959 (   1 * )
   48     0.1501010215     -7.746887481470    -4046.345340402466 (  13 * )
   49     0.1501175530     -7.746870950009    -4046.345323871005 (   2 * )
   50     0.1501175551     -7.746870947889    -4046.345323868885 (   2 * )
   51     0.1501175567     -7.746870946241    -4046.345323867237 (   2 * )
   52     0.1501175584     -7.746870944597    -4046.345323865593 (   5 * )
   53     0.1503456894     -7.746642813549    -4046.345095734545 (  15 * )
   54     0.1575986264     -7.739389876541    -4046.337842797537 (   1 * )
   55     0.1575986422     -7.739389860744    -4046.337842781740 (   2 * )
   56     0.1575986897     -7.739389813275    -4046.337842734271 (   2 * )
   57     0.1582851519     -7.738703351067    -4046.337156272064 (   1 * )
   58     0.1582851575     -7.738703345477    -4046.337156266473 (   2 * )
   59     0.1599795783     -7.737008924635    -4046.335461845631 (   3 * )
   60     0.1599795814     -7.737008921606    -4046.335461842603 (   2 * )
   61     0.1599795859     -7.737008917064    -4046.335461838060 (   2 * )
   62     0.1601898970     -7.736798606003    -4046.335251527000 (   1 * )
   63     0.1601898990     -7.736798604014    -4046.335251525010 (   2 * )
   64     0.1601899050     -7.736798598015    -4046.335251519011 (   2 * )
   65     0.1603899996     -7.736598503412    -4046.335051424409 (   2 * )
   66     0.1603900359     -7.736598467046    -4046.335051388042 (   1 * )
   67     0.1604700078     -7.736518495148    -4046.334971416144 (   2 * )
   68     0.1604700114     -7.736518491523    -4046.334971412519 (   2 * )
   69     0.1604700140     -7.736518488933    -4046.334971409929 (   2 * )
   70     0.1604700158     -7.736518487204    -4046.334971408201 (   3 * )
   71     0.1605552337     -7.736433269272    -4046.334886190268 (   7 * )
   72     0.1605552352     -7.736433267766    -4046.334886188762 (   4 * )
   73     0.1607569790     -7.736231523983    -4046.334684444980 (   1 * )
   74     0.1651176056     -7.731870897407    -4046.330323818403 (   2 * )
   75     0.1651176274     -7.731870875527    -4046.330323796523 (   2 * )
   76     0.1651176406     -7.731870862404    -4046.330323783400 (   2 * )
   77     0.1651176449     -7.731870858031    -4046.330323779028 (   1 * )
   78     0.1665790224     -7.730409480526    -4046.328862401522 (   2 * )
   79     0.1665790519     -7.730409451092    -4046.328862372089 (   2 * )
   80     0.1665790617     -7.730409441271    -4046.328862362267 (   1 * )
   81     0.1675082082     -7.729480294738    -4046.327933215734 (   1 * )
   82     0.1675082190     -7.729480283967    -4046.327933204963 (   2 * )
   83     0.1675082513     -7.729480251642    -4046.327933172639 (   2 * )
   84     0.1675083052     -7.729480197728    -4046.327933118724 (   2 * )
   85     0.1678452383     -7.729143264641    -4046.327596185638 (   1 * )
   86     0.1678452470     -7.729143256015    -4046.327596177011 (   2 * )
   87     0.1688794140     -7.728109088924    -4046.326562009920 (   1 * )
   88     0.1688794263     -7.728109076665    -4046.326561997661 (   2 * )
   89     0.1688794630     -7.728109039929    -4046.326561960926 (   2 * )
   90     0.1701876942     -7.726800808719    -4046.325253729716 (   1 * )
   91     0.1701877125     -7.726800790421    -4046.325253711418 (   2 * )
   92     0.1711034217     -7.725885081299    -4046.324338002295 (   3 * )
   93     0.1711034231     -7.725885079896    -4046.324338000892 (   2 * )
   94     0.1711034252     -7.725885077788    -4046.324337998784 (   2 * )
   95     0.1711034281     -7.725885074836    -4046.324337995833 (   2 * )
   96     0.1723405309     -7.724647972065    -4046.323100893062 (   2 * )
   97     0.1723405568     -7.724647946208    -4046.323100867205 (   2 * )
   98     0.1723405779     -7.724647925062    -4046.323100846058 (   2 * )
   99     0.1723405943     -7.724647908621    -4046.323100829617 (   2 * )
  100     0.1723406061     -7.724647896882    -4046.323100817879 (   2 * )
  101     0.1723406131     -7.724647889841    -4046.323100810837 (   2 * )
  102     0.1723406155     -7.724647887494    -4046.323100808490 (   1 * )
  103     0.1735882883     -7.723400214663    -4046.321853135660 (   1 * )
  104     0.1735882894     -7.723400213615    -4046.321853134612 (   2 * )
  105     0.1735882925     -7.723400210486    -4046.321853131483 (   2 * )
  106     0.1747223296     -7.722266173410    -4046.320719094407 (   2 * )
  107     0.1747223313     -7.722266171638    -4046.320719092635 (   2 * )
  108     0.1747223325     -7.722266170456    -4046.320719091453 (   3 * )
  109     0.1791092048     -7.717879298206    -4046.316332219202 (   1 * )
  110     0.1791092080     -7.717879294926    -4046.316332215923 (   2 * )
  111     0.1791092179     -7.717879285085    -4046.316332206081 (   2 * )
  112     0.1791092343     -7.717879268676    -4046.316332189672 (   2 * )
  113     0.1791092573     -7.717879245686    -4046.316332166683 (   2 * )
  114     0.1793402489     -7.717648254022    -4046.316101175018 (   1 * )
  115     0.1793402512     -7.717648251757    -4046.316101172753 (   2 * )
  116     0.1793402580     -7.717648244962    -4046.316101165958 (   2 * )
  117     0.1793402693     -7.717648233634    -4046.316101154630 (   2 * )
  118     0.1793402852     -7.717648217769    -4046.316101138766 (   2 * )
  119     0.1793403056     -7.717648197361    -4046.316101118357 (   2 * )
  120     0.1816218127     -7.715366690284    -4046.313819611280 (   3 * )
  121     0.1816218157     -7.715366687266    -4046.313819608263 (   2 * )
  122     0.1816218202     -7.715366682736    -4046.313819603733 (   2 * )
  123     0.1816218266     -7.715366676387    -4046.313819597383 (   2 * )
  124     0.1816218348     -7.715366668211    -4046.313819589207 (   2 * )
  125     0.1816218448     -7.715366658196    -4046.313819579192 (   2 * )
  126     0.1836061698     -7.713382333152    -4046.311835254148 (   1 * )
  127     0.1836061797     -7.713382323227    -4046.311835244224 (   2 * )
  128     0.1836062095     -7.713382293450    -4046.311835214446 (   2 * )
  129     0.1836062592     -7.713382243814    -4046.311835164810 (   2 * )
  130     0.1847973986     -7.712191104360    -4046.310644025357 (   1 * )
  131     0.1847974046     -7.712191098413    -4046.310644019409 (   2 * )
  132     0.1847974224     -7.712191080571    -4046.310644001568 (   2 * )
  133     0.1847974521     -7.712191050842    -4046.310643971839 (   2 * )
  134     0.1847974937     -7.712191009233    -4046.310643930230 (   2 * )
  135     0.1851507480     -7.711837754977    -4046.310290675974 (   1 * )
  136     0.1851507518     -7.711837751182    -4046.310290672178 (   2 * )
  137     0.1851507632     -7.711837739794    -4046.310290660790 (   2 * )
  138     0.1851507822     -7.711837720812    -4046.310290641808 (   2 * )
  139     0.1851508087     -7.711837694233    -4046.310290615229 (   2 * )
  140     0.1851508429     -7.711837660058    -4046.310290581054 (   2 * )
  141     0.1925423544     -7.704446148612    -4046.302899069608 (   2 * )
  142     0.1925423625     -7.704446140492    -4046.302899061488 (   2 * )
  143     0.1925423652     -7.704446137797    -4046.302899058794 (   1 * )
  144     0.1939992804     -7.702989222588    -4046.301442143585 (   2 * )
  145     0.1939993263     -7.702989176675    -4046.301442097671 (   2 * )
  146     0.1939993539     -7.702989149102    -4046.301442070099 (   2 * )
  147     0.1939993631     -7.702989139905    -4046.301442060901 (   1 * )
  148     0.1956883494     -7.701300153600    -4046.299753074596 (   2 * )
  149     0.1956884072     -7.701300095791    -4046.299753016788 (   2 * )
  150     0.1956884264     -7.701300076525    -4046.299752997522 (   1 * )
  151     0.1958656055     -7.701122897467    -4046.299575818463 (   2 * )
  152     0.1958656516     -7.701122851366    -4046.299575772362 (   2 * )
  153     0.1958656845     -7.701122818439    -4046.299575739436 (   2 * )
  154     0.1958657043     -7.701122798685    -4046.299575719682 (   2 * )
  155     0.1958657109     -7.701122792101    -4046.299575713098 (   1 * )
  156     0.1971879259     -7.699800577091    -4046.298253498087 (   2 * )
  157     0.1971879737     -7.699800529238    -4046.298253450234 (   2 * )
  158     0.1971880024     -7.699800500559    -4046.298253421555 (   2 * )
  159     0.1971880120     -7.699800491001    -4046.298253411997 (   1 * )
  160     0.2035919063     -7.693396596690    -4046.291849517686 (  11 * )
  161     0.2043308982     -7.692657604746    -4046.291110525743 (   1 * )
  162     0.2043309041     -7.692657598842    -4046.291110519839 (   2 * )
  163     0.2043309218     -7.692657581133    -4046.291110502129 (   2 * )
  164     0.2043309513     -7.692657551625    -4046.291110472622 (   2 * )
  165     0.2043309926     -7.692657510340    -4046.291110431336 (   2 * )
  166     0.2059994701     -7.690989032879    -4046.289441953875 (   2 * )
  167     0.2059994911     -7.690989011846    -4046.289441932842 (   2 * )
  168     0.2059995037     -7.690988999219    -4046.289441920216 (   2 * )
  169     0.2059995080     -7.690988995008    -4046.289441916004 (   1 * )
  170     0.2067985493     -7.690189953660    -4046.288642874657 (   2 * )
  171     0.2067985674     -7.690189935534    -4046.288642856530 (   2 * )
  172     0.2067985735     -7.690189929493    -4046.288642850489 (   1 * )
  173     0.2097509402     -7.687237562797    -4046.285690483794 (   1 * )
  174     0.2097509443     -7.687237558692    -4046.285690479688 (   2 * )
  175     0.2097509566     -7.687237546370    -4046.285690467366 (   2 * )
  176     0.2097509772     -7.687237525813    -4046.285690446809 (   2 * )
  177     0.2097510060     -7.687237496998    -4046.285690417994 (   2 * )
  178     0.2140806229     -7.682907880021    -4046.281360801017 (   3 * )
  179     0.2191574267     -7.677831076280    -4046.276283997276 (   2 * )
  180     0.2191575485     -7.677830954460    -4046.276283875456 (   2 * )
  181     0.2191576216     -7.677830881375    -4046.276283802372 (   2 * )
  182     0.2191576459     -7.677830857019    -4046.276283778016 (   1 * )
  183     0.2346772969     -7.662311206067    -4046.260764127063 (   1 * )
  184     0.2346773331     -7.662311169874    -4046.260764090871 (   2 * )
  185     0.2347650928     -7.662223410119    -4046.260676331115 (   1 * )
  186     0.2347651011     -7.662223401820    -4046.260676322816 (   2 * )
  187     0.2347651260     -7.662223376938    -4046.260676297934 (   2 * )
  188     0.2351315989     -7.661856904105    -4046.260309825101 (   1 * )
  189     0.2351316050     -7.661856897959    -4046.260309818955 (   2 * )
  190     0.2351316234     -7.661856879520    -4046.260309800516 (   2 * )
  191     0.2351316542     -7.661856848780    -4046.260309769777 (   2 * )
  192     0.2369719730     -7.660016530008    -4046.258469451004 (   1 * )
  193     0.2559167425     -7.641071760506    -4046.239524681502 (   2 * )
  194     0.2559167588     -7.641071744201    -4046.239524665198 (   2 * )
  195     0.2559167714     -7.641071731523    -4046.239524652520 (   2 * )
  196     0.2559167805     -7.641071722466    -4046.239524643463 (   2 * )
  197     0.2559167859     -7.641071717030    -4046.239524638027 (   2 * )
  198     0.2559167878     -7.641071715218    -4046.239524636214 (   1 * )
  199     0.2559252310     -7.641063272007    -4046.239516193003 (   2 * )
  200     0.2559252490     -7.641063253994    -4046.239516174991 (   2 * )
  201     0.2559252618     -7.641063241131    -4046.239516162127 (   2 * )
  202     0.2559252696     -7.641063233414    -4046.239516154410 (   2 * )
  203     0.2559252721     -7.641063230842    -4046.239516151838 (   1 * )
  204     0.2559400660     -7.641048437011    -4046.239501358008 (   2 * )
  205     0.2559400913     -7.641048411696    -4046.239501332693 (   2 * )
  206     0.2559401065     -7.641048396507    -4046.239501317504 (   2 * )
  207     0.2559401115     -7.641048391443    -4046.239501312439 (   1 * )
  208     0.2576690813     -7.639319421630    -4046.237772342627 (   1 * )
  209     0.2576690942     -7.639319408754    -4046.237772329750 (   2 * )
  210     0.2576691328     -7.639319370139    -4046.237772291136 (   2 * )
  211     0.2788017674     -7.618186735567    -4046.216639656564 (   2 * )
  212     0.2788017797     -7.618186723219    -4046.216639644215 (   2 * )
  213     0.2788017886     -7.618186714407    -4046.216639635404 (   2 * )
  214     0.2788017939     -7.618186709116    -4046.216639630113 (   2 * )
  215     0.2788017956     -7.618186707352    -4046.216639628348 (   1 * )
  216     0.3070742401     -7.589914262825    -4046.188367183822 (   1 * )
  217     0.3070742605     -7.589914242489    -4046.188367163485 (   2 * )
  218     0.3070743216     -7.589914181384    -4046.188367102381 (   2 * )
  219     0.3071885564     -7.589799946542    -4046.188252867538 (   2 * )
  220     0.3071886130     -7.589799889930    -4046.188252810926 (   1 * )
  221     0.3073360126     -7.589652490389    -4046.188105411385 (   1 * )
  222     0.3281719239     -7.568816579046    -4046.167269500042 (   2 * )
  223     0.3281719252     -7.568816577726    -4046.167269498722 (   1 * )
  224     0.3307555538     -7.566232949213    -4046.164685870209 (   2 * )
  225     0.3307555625     -7.566232940476    -4046.164685861472 (   2 * )
  226     0.3307555654     -7.566232937582    -4046.164685858578 (   1 * )
  227     0.3308171478     -7.566171355211    -4046.164624276207 (   2 * )
  228     0.3308171593     -7.566171343646    -4046.164624264642 (   2 * )
  229     0.3308171663     -7.566171336717    -4046.164624257713 (   2 * )
  230     0.3308171686     -7.566171334409    -4046.164624255405 (   1 * )
  231     0.3325238600     -7.564464643004    -4046.162917564000 (   2 * )
  232     0.3325238697     -7.564464633250    -4046.162917554247 (   1 * )
  233     0.3536232689     -7.543365234042    -4046.141818155038 (   1 * )
  234     0.3536232894     -7.543365213582    -4046.141818134578 (   2 * )
  235     0.3536233508     -7.543365152181    -4046.141818073178 (   2 * )


 Total average:     -4046.3162723983
