 Level   Rel eigenvalue     Abs eigenvalue      Total Energy    Degeneracy
   77     0.1089893676     -4.550132137069    -4046.306017382908 (   2 * )
   78     0.1089897145     -4.550131790188    -4046.306017036027 (   2 * )
   79     0.1089899242     -4.550131580481    -4046.306016826320 (   2 * )
   80     0.1089899944     -4.550131510316    -4046.306016756155 (   1 * )
   81     0.1094231158     -4.549698388878    -4046.305583634717 (   2 * )
   82     0.1094236604     -4.549697844303    -4046.305583090141 (   1 * )
   83     0.1251261329     -4.533995371741    -4046.289880617579 (   1 * )
   84     0.1323804222     -4.526741082471    -4046.282626328310 (   1 * )
   85     0.1323805538     -4.526740950865    -4046.282626196703 (   2 * )
   86     0.1323809338     -4.526740570909    -4046.282625816747 (   2 * )
   87     0.1504618897     -4.508659615010    -4046.264544860849 (   1 * )
   88     0.1504621479     -4.508659356726    -4046.264544602565 (   2 * )
   89     0.1504629225     -4.508658582178    -4046.264543828017 (   2 * )
   90     0.1504642124     -4.508657292264    -4046.264542538103 (   2 * )
   91     0.1761322024     -4.482989302312    -4046.238874548151 (   2 * )
   92     0.1761325840     -4.482988920696    -4046.238874166534 (   2 * )
   93     0.1761327116     -4.482988793040    -4046.238874038879 (   1 * )
   94     0.1767432395     -4.482378265151    -4046.238263510990 (   1 * )
   95     0.1767433554     -4.482378149313    -4046.238263395152 (   2 * )
   96     0.1767437004     -4.482377804255    -4046.238263050093 (   2 * )
   97     0.1768644456     -4.482257059064    -4046.238142304902 (   1 * )
   98     0.1768644848     -4.482257019902    -4046.238142265740 (   2 * )
   99     0.1768646020     -4.482256902694    -4046.238142148533 (   2 * )
  100     0.1768647964     -4.482256708275    -4046.238141954113 (   2 * )
  101     0.1768650666     -4.482256438032    -4046.238141683871 (   2 * )
  102     0.1774492587     -4.481672245930    -4046.237557491769 (   1 * )
  103     0.1774493254     -4.481672179315    -4046.237557425154 (   2 * )
  104     0.1774495245     -4.481671980186    -4046.237557226025 (   2 * )
  105     0.1774498540     -4.481671650677    -4046.237556896515 (   2 * )
  106     0.1811529142     -4.477968590486    -4046.233853836324 (   1 * )
  107     0.1811531255     -4.477968379173    -4046.233853625011 (   2 * )
  108     0.1837781960     -4.475343308689    -4046.231228554527 (   1 * )
  109     0.2000981894     -4.459023315286    -4046.214908561124 (   1 * )
  110     0.2000981919     -4.459023312724    -4046.214908558562 (   2 * )
  111     0.2000981991     -4.459023305613    -4046.214908551452 (   2 * )
  112     0.2000982090     -4.459023295677    -4046.214908541516 (   2 * )
  113     0.2000982189     -4.459023285794    -4046.214908531633 (   2 * )
  114     0.2671462135     -4.391975291210    -4046.147860537049 (   2 * )
  115     0.2671475158     -4.391973988865    -4046.147859234704 (   2 * )
  116     0.2671479516     -4.391973553048    -4046.147858798887 (   1 * )
  117     0.3453807388     -4.313740765875    -4046.069626011713 (   1 * )


 Total average:     -4046.3119190881
