0: output to I2.linear.o
48: Timestep is 1.9352
349: Timestep is 1.9352
156: Timestep is 1.9352
286: Timestep is 1.9352
49: Timestep is 1.9352
350: Timestep is 1.9352
157: Timestep is 1.9352
287: Timestep is 1.9352
50: Timestep is 1.9352
351: Timestep is 1.9352
158: Timestep is 1.9352
288: Timestep is 1.9352
51: Timestep is 1.9352
352: Timestep is 1.9352
159: Timestep is 1.9352
289: Timestep is 1.9352
52: Timestep is 1.9352
353: Timestep is 1.9352
160: Timestep is 1.9352
290: Timestep is 1.9352
53: Timestep is 1.9352
354: Timestep is 1.9352
161: Timestep is 1.9352
291: Timestep is 1.9352
54: Timestep is 1.9352
355: Timestep is 1.9352
162: Timestep is 1.9352
292: Timestep is 1.9352
55: Timestep is 1.9352
356: Timestep is 1.9352
164: Timestep is 1.9352
293: Timestep is 1.9352
56: Timestep is 1.9352
357: Timestep is 1.9352
165: Timestep is 1.9352
294: Timestep is 1.9352
57: Timestep is 1.9352
358: Timestep is 1.9352
166: Timestep is 1.9352
295: Timestep is 1.9352
58: Timestep is 1.9352
359: Timestep is 1.9352
167: Timestep is 1.9352
296: Timestep is 1.9352
59: Timestep is 1.9352
360: Timestep is 1.9352
168: Timestep is 1.9352
297: Timestep is 1.9352
60: Timestep is 1.9352
361: Timestep is 1.9352
169: Timestep is 1.9352
298: Timestep is 1.9352
61: Timestep is 1.9352
362: Timestep is 1.9352
170: Timestep is 1.9352
299: Timestep is 1.9352
62: Timestep is 1.9352
363: Timestep is 1.9352
171: Timestep is 1.9352
300: Timestep is 1.9352
63: Timestep is 1.9352
364: Timestep is 1.9352
172: Timestep is 1.9352
301: Timestep is 1.9352
1: Timestep is 1.9352
365: Timestep is 1.9352
173: Timestep is 1.9352
3: Timestep is 1.9352
366: Timestep is 1.9352
174: Timestep is 1.9352
302: Timestep is 1.9352
4: Timestep is 1.9352
367: Timestep is 1.9352
175: Timestep is 1.9352
303: Timestep is 1.9352
5: Timestep is 1.9352
176: Timestep is 1.9352
304: Timestep is 1.9352
6: Timestep is 1.9352
368: Timestep is 1.9352
305: Timestep is 1.9352
7: Timestep is 1.9352
369: Timestep is 1.9352
177: Timestep is 1.9352
306: Timestep is 1.9352
8: Timestep is 1.9352
370: Timestep is 1.9352
178: Timestep is 1.9352
307: Timestep is 1.9352
9: Timestep is 1.9352
371: Timestep is 1.9352
179: Timestep is 1.9352
308: Timestep is 1.9352
10: Timestep is 1.9352
372: Timestep is 1.9352
180: Timestep is 1.9352
309: Timestep is 1.9352
11: Timestep is 1.9352
373: Timestep is 1.9352
181: Timestep is 1.9352
310: Timestep is 1.9352
12: Timestep is 1.9352
374: Timestep is 1.9352
182: Timestep is 1.9352
311: Timestep is 1.9352
13: Timestep is 1.9352
375: Timestep is 1.9352
183: Timestep is 1.9352
312: Timestep is 1.9352
14: Timestep is 1.9352
376: Timestep is 1.9352
184: Timestep is 1.9352
313: Timestep is 1.9352
15: Timestep is 1.9352
378: Timestep is 1.9352
185: Timestep is 1.9352
314: Timestep is 1.9352
16: Timestep is 1.9352
379: Timestep is 1.9352
186: Timestep is 1.9352
315: Timestep is 1.9352
17: Timestep is 1.9352
380: Timestep is 1.9352
187: Timestep is 1.9352
316: Timestep is 1.9352
18: Timestep is 1.9352
381: Timestep is 1.9352
188: Timestep is 1.9352
317: Timestep is 1.9352
19: Timestep is 1.9352
382: Timestep is 1.9352
189: Timestep is 1.9352
318: Timestep is 1.9352
21: Timestep is 1.9352
383: Timestep is 1.9352
190: Timestep is 1.9352
319: Timestep is 1.9352
23: Timestep is 1.9352
191: Timestep is 1.9352
277: Timestep is 1.9352
29: Timestep is 1.9352
385: Timestep is 1.9352
449: Timestep is 1.9352
193: Timestep is 1.9352
386: Timestep is 1.9352
450: Timestep is 1.9352
194: Timestep is 1.9352
65: Timestep is 1.9352
387: Timestep is 1.9352
2: Timestep is 1.9352
451: Timestep is 1.9352
195: Timestep is 1.9352
66: Timestep is 1.9352
388: Timestep is 1.9352
452: Timestep is 1.9352
196: Timestep is 1.9352
67: Timestep is 1.9352
389: Timestep is 1.9352
453: Timestep is 1.9352
197: Timestep is 1.9352
68: Timestep is 1.9352
390: Timestep is 1.9352
454: Timestep is 1.9352
198: Timestep is 1.9352
69: Timestep is 1.9352
391: Timestep is 1.9352
455: Timestep is 1.9352
199: Timestep is 1.9352
70: Timestep is 1.9352
392: Timestep is 1.9352
456: Timestep is 1.9352
200: Timestep is 1.9352
71: Timestep is 1.9352
393: Timestep is 1.9352
457: Timestep is 1.9352
201: Timestep is 1.9352
72: Timestep is 1.9352
394: Timestep is 1.9352
458: Timestep is 1.9352
202: Timestep is 1.9352
73: Timestep is 1.9352
395: Timestep is 1.9352
459: Timestep is 1.9352
203: Timestep is 1.9352
74: Timestep is 1.9352
396: Timestep is 1.9352
460: Timestep is 1.9352
204: Timestep is 1.9352
75: Timestep is 1.9352
397: Timestep is 1.9352
461: Timestep is 1.9352
205: Timestep is 1.9352
76: Timestep is 1.9352
398: Timestep is 1.9352
462: Timestep is 1.9352
206: Timestep is 1.9352
77: Timestep is 1.9352
399: Timestep is 1.9352
463: Timestep is 1.9352
207: Timestep is 1.9352
78: Timestep is 1.9352
400: Timestep is 1.9352
464: Timestep is 1.9352
208: Timestep is 1.9352
79: Timestep is 1.9352
401: Timestep is 1.9352
465: Timestep is 1.9352
209: Timestep is 1.9352
80: Timestep is 1.9352
402: Timestep is 1.9352
466: Timestep is 1.9352
210: Timestep is 1.9352
81: Timestep is 1.9352
403: Timestep is 1.9352
467: Timestep is 1.9352
211: Timestep is 1.9352
82: Timestep is 1.9352
404: Timestep is 1.9352
468: Timestep is 1.9352
212: Timestep is 1.9352
83: Timestep is 1.9352
406: Timestep is 1.9352
469: Timestep is 1.9352
213: Timestep is 1.9352
84: Timestep is 1.9352
407: Timestep is 1.9352
470: Timestep is 1.9352
214: Timestep is 1.9352
85: Timestep is 1.9352
408: Timestep is 1.9352
471: Timestep is 1.9352
215: Timestep is 1.9352
86: Timestep is 1.9352
409: Timestep is 1.9352
472: Timestep is 1.9352
216: Timestep is 1.9352
87: Timestep is 1.9352
410: Timestep is 1.9352
473: Timestep is 1.9352
217: Timestep is 1.9352
88: Timestep is 1.9352
411: Timestep is 1.9352
475: Timestep is 1.9352
218: Timestep is 1.9352
89: Timestep is 1.9352
412: Timestep is 1.9352
476: Timestep is 1.9352
219: Timestep is 1.9352
90: Timestep is 1.9352
413: Timestep is 1.9352
477: Timestep is 1.9352
220: Timestep is 1.9352
91: Timestep is 1.9352
414: Timestep is 1.9352
478: Timestep is 1.9352
221: Timestep is 1.9352
92: Timestep is 1.9352
415: Timestep is 1.9352
479: Timestep is 1.9352
222: Timestep is 1.9352
93: Timestep is 1.9352
416: Timestep is 1.9352
480: Timestep is 1.9352
223: Timestep is 1.9352
94: Timestep is 1.9352
417: Timestep is 1.9352
481: Timestep is 1.9352
224: Timestep is 1.9352
95: Timestep is 1.9352
418: Timestep is 1.9352
482: Timestep is 1.9352
225: Timestep is 1.9352
96: Timestep is 1.9352
419: Timestep is 1.9352
483: Timestep is 1.9352
226: Timestep is 1.9352
97: Timestep is 1.9352
420: Timestep is 1.9352
484: Timestep is 1.9352
227: Timestep is 1.9352
98: Timestep is 1.9352
421: Timestep is 1.9352
485: Timestep is 1.9352
228: Timestep is 1.9352
99: Timestep is 1.9352
422: Timestep is 1.9352
486: Timestep is 1.9352
229: Timestep is 1.9352
100: Timestep is 1.9352
423: Timestep is 1.9352
487: Timestep is 1.9352
230: Timestep is 1.9352
101: Timestep is 1.9352
424: Timestep is 1.9352
488: Timestep is 1.9352
231: Timestep is 1.9352
102: Timestep is 1.9352
425: Timestep is 1.9352
489: Timestep is 1.9352
232: Timestep is 1.9352
103: Timestep is 1.9352
426: Timestep is 1.9352
490: Timestep is 1.9352
233: Timestep is 1.9352
104: Timestep is 1.9352
427: Timestep is 1.9352
491: Timestep is 1.9352
234: Timestep is 1.9352
105: Timestep is 1.9352
428: Timestep is 1.9352
492: Timestep is 1.9352
235: Timestep is 1.9352
106: Timestep is 1.9352
429: Timestep is 1.9352
493: Timestep is 1.9352
236: Timestep is 1.9352
107: Timestep is 1.9352
430: Timestep is 1.9352
494: Timestep is 1.9352
237: Timestep is 1.9352
108: Timestep is 1.9352
431: Timestep is 1.9352
495: Timestep is 1.9352
238: Timestep is 1.9352
109: Timestep is 1.9352
432: Timestep is 1.9352
496: Timestep is 1.9352
239: Timestep is 1.9352
110: Timestep is 1.9352
433: Timestep is 1.9352
497: Timestep is 1.9352
240: Timestep is 1.9352
111: Timestep is 1.9352
434: Timestep is 1.9352
498: Timestep is 1.9352
241: Timestep is 1.9352
112: Timestep is 1.9352
435: Timestep is 1.9352
499: Timestep is 1.9352
242: Timestep is 1.9352
113: Timestep is 1.9352
436: Timestep is 1.9352
500: Timestep is 1.9352
243: Timestep is 1.9352
114: Timestep is 1.9352
437: Timestep is 1.9352
501: Timestep is 1.9352
244: Timestep is 1.9352
115: Timestep is 1.9352
438: Timestep is 1.9352
502: Timestep is 1.9352
245: Timestep is 1.9352
116: Timestep is 1.9352
439: Timestep is 1.9352
503: Timestep is 1.9352
246: Timestep is 1.9352
117: Timestep is 1.9352
440: Timestep is 1.9352
504: Timestep is 1.9352
247: Timestep is 1.9352
118: Timestep is 1.9352
441: Timestep is 1.9352
505: Timestep is 1.9352
248: Timestep is 1.9352
119: Timestep is 1.9352
442: Timestep is 1.9352
506: Timestep is 1.9352
249: Timestep is 1.9352
120: Timestep is 1.9352
443: Timestep is 1.9352
507: Timestep is 1.9352
250: Timestep is 1.9352
121: Timestep is 1.9352
444: Timestep is 1.9352
508: Timestep is 1.9352
251: Timestep is 1.9352
122: Timestep is 1.9352
445: Timestep is 1.9352
509: Timestep is 1.9352
252: Timestep is 1.9352
123: Timestep is 1.9352
446: Timestep is 1.9352
510: Timestep is 1.9352
253: Timestep is 1.9352
124: Timestep is 1.9352
447: Timestep is 1.9352
511: Timestep is 1.9352
255: Timestep is 1.9352
125: Timestep is 1.9352
126: Timestep is 1.9352
127: Timestep is 1.9352
163: Timestep is 1.9352
254: Timestep is 1.9352
377: Timestep is 1.9352
474: Timestep is 1.9352
405: Timestep is 1.9352
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
energy derivative -0.09327969455 +/- 0.001740431709
energy derivative -0.08635809532 +/- 0.002481720717
energy derivative -0.03872673538 +/- 0.001943316266
energy derivative -0.009601251429 +/- 0.001182665178
energy derivative -0.4538827822 +/- 0.007639865552
energy derivative -0.3194594642 +/- 0.005233303601
energy derivative -0.1751835418 +/- 0.00236942091
energy derivative -0.0801151802 +/- 0.003662312211
energy derivative -0.3279626854 +/- 0.009447644865
energy derivative -0.3238351798 +/- 0.00780886948
energy derivative -0.1989988266 +/- 0.005619164187
energy derivative -0.04450447947 +/- 0.00218426623
energy derivative -0.1191312976 +/- 0.004289072037
energy derivative -0.05525460571 +/- 0.001527150193
energy derivative -0.01197743897 +/- 0.0004863065775
energy derivative -0.002541310191 +/- 0.0003226979059
energy derivative -0.01311934187 +/- 0.0008100453378
energy derivative -0.0006641421298 +/- 7.936416916e-05
energy derivative -0.03353932278 +/- 0.001044549559
energy derivative -0.002835018981 +/- 0.0002016933829
eigenvals (72455.70256,0) (1346.090071,0) (398.6647959,0) (316.7636862,0) (279.1519883,0) (80.06183285,0) (12.06630632,0) (-7.445502477,0) (-10.7197186,0) (-12.50164773,0) (-13.82480376,0) (-15.77372796,0) (-15.99642237,0) (-22.80568808,0) (-18.93226197,0) (-19.87115566,0) (-22.08995857,0) (-20.37310196,0) (-21.60112316,0) (-21.23689595,0) (-21.14422268,0) 
i 13 stab 2.273297702e-05 p0 0.2929112783 eigenval (-22.80568808,0)
chose 13 eigenval -22.80568808
eigenvals (361150.1068,0) (6153.829066,0) (1051.211985,0) (411.8769111,0) (309.8950283,0) (291.733346,0) (12.24006143,0) (4.915190182,0) (-8.853895435,0) (-10.43748185,0) (-12.73464987,0) (-14.92098413,0) (-15.71892466,0) (-22.80511163,0) (-18.78119749,0) (-19.78579204,0) (-22.08658962,0) (-20.32939289,0) (-21.5899128,0) (-21.18007588,0) (-21.07533215,0) 
i 13 stab 0.0001136648851 p0 0.4407469087 eigenval (-22.80511163,0)
chose 13 eigenval -22.80511163
eigenvals (1804622.57,0) (30271.56529,0) (4590.330265,0) (1535.561601,0) (513.0712615,0) (319.3908829,0) (57.01139589,0) (12.81564423,0) (0.004070023692,0) (-3.939857606,0) (-10.7745226,0) (-13.30548343,0) (-15.55177344,0) (-18.40703648,0) (-22.80365573,0) (-19.55096171,0) (-22.07770711,0) (-21.55712032,0) (-20.24487185,0) (-21.09288989,0) (-20.88513435,0) 
i 14 stab 0.0005683244256 p0 0.5094424848 eigenval (-22.80365573,0)
chose 14 eigenval -22.80365573
eigenvals (9021984.974,0) (150874.781,0) (22350.81535,0) (7365.119828,0) (1387.31738,0) (344.1753083,0) (310.7637182,0) (31.0242969,0) (24.15522381,0) (15.09898546,0) (-3.784007424,0) (-10.382192,0) (-14.91429176,0) (-17.36669436,0) (-22.79854513,0) (-18.8379421,0) (-22.06049431,0) (-21.4508773,0) (-20.97154163,0) (-20.3330562,0) (-20.09464111,0) 
i 14 stab 0.002841622128 p0 0.6034239062 eigenval (-22.79854513,0)
chose 14 eigenval -22.79854513
eigenvals (45108797.03,0) (753893.7105,0) (111167.4388,0) (36516.11292,0) (5786.674392,0) (1574.498511,0) (463.3275183,0) (176.1051438,0) (147.4172696,0) (33.75582479,0) (22.45944135,0) (0.05297195439,0) (-11.85168722,0) (-14.35587348,0) (-16.41616329,0) (-22.78691699,0) (-18.82113223,0) (-22.0422376,0) (-20.68059039,0) (-19.71308998,0) (-21.15983313,0) 
i 15 stab 0.01420811064 p0 0.7889870391 eigenval (-22.78691699,0)
i 17 stab 0.01420811064 p0 0.1713315059 eigenval (-22.0422376,0)
chose 15 eigenval -22.78691699
eigenvals (225542857.2,0) (3768988.926,0) (555253.4452,0) (182271.1921,0) (27800.67659,0) (7887.971328,0) (1105.83349,0) (894.1629265,0) (743.9700923,0) (176.9037111,0) (98.18513571,0) (36.91689087,0) (4.768484704,0) (-3.630455997,0) (-10.81001232,0) (-14.16124705,0) (-17.94964173,0) (-22.77063334,0) (-19.80890215,0) (-20.73023353,0) (-22.02352568,0) 
i 17 stab 0.07104055319 p0 0.9317252887 eigenval (-22.77063334,0)
i 20 stab 0.07104055319 p0 0.3155136376 eigenval (-22.02352568,0)
chose 17 eigenval -22.77063334
eigenvals (1127713158,0) (18844465.12,0) (2775684.057,0) (911046.5933,0) (137875.1899,0) (39454.49471,0) (4815.914461,0) (4059.64696,0) (3710.167864,0) (898.8094593,0) (466.4042601,0) (197.2292706,0) (90.16440636,0) (32.81040842,0) (9.498323929,0) (3.122202386,0) (-8.466657074,0) (-18.04296061,0) (-22.75226565,0) (-20.20201721,0) (-21.98156811,0) 
i 18 stab 0.355202766 p0 0.9861844845 eigenval (-22.75226565,0)
i 20 stab 0.355202766 p0 0.4100491292 eigenval (-21.98156811,0)
chose 18 eigenval -22.75226565
eigenvals (5638564663,0) (94221846.11,0) (13877837.23,0) (4554923.6,0) (688248.7101,0) (197286.9313,0) (23879.62529,0) (19491.26011,0) (18458.17298,0) (4503.316141,0) (2309.631815,0) (995.4815045,0) (518.6273584,0) (196.6344759,0) (119.981363,0) (73.70540714,0) (37.53220308,0) (-11.41457511,0) (-22.73959087,0) (-19.23974619,0) (-21.83493105,0) 
i 18 stab 1.77601383 p0 0.9982829158 eigenval (-22.73959087,0)
i 20 stab 1.77601383 p0 0.4261778038 eigenval (-21.83493105,0)
chose 18 eigenval -22.73959087
eigenvals (2.819282219e+10,0) (471108751,0) (69388603.12,0) (22774308.63,0) (3440116.504,0) (986449.078,0) (119256.2144,0) (96713.61023,0) (92085.42143,0) (22524.46543,0) (11526.33936,0) (4987.466776,0) (2661.277157,0) (1012.560887,0) (673.6231898,0) (421.9002451,0) (266.4448735,0) (20.885854,0) (-15.46144426,0) (-22.73296368,0) (-21.37155993,0) 
i 19 stab 8.880069149 p0 0.9997863122 eigenval (-22.73296368,0)
i 20 stab 8.880069149 p0 0.3495443654 eigenval (-21.37155993,0)
chose 19 eigenval -22.73296368
eigenvals (1.409641098e+11,0) (2355543276,0) (346942432.6,0) (113871233.8,0) (17199455.51,0) (4932259.804,0) (596148.3639,0) (482861.0396,0) (460178.8302,0) (112629.9175,0) (57609.99711,0) (24947.62628,0) (13374.59284,0) (5091.947295,0) (3441.859687,0) (2161.832787,0) (1410.710655,0) (182.1927791,0) (3.620047736,0) (-22.73191153,0) (-19.67185308,0) 
i 19 stab 44.40034575 p0 0.9999787361 eigenval (-22.73191153,0)
i 20 stab 44.40034575 p0 0.1654681555 eigenval (-19.67185308,0)
chose 19 eigenval -22.73191153
eigenvals (7.04820548e+11,0) (1.17777159e+10,0) (1734711580,0) (569355859.7,0) (85996150.56,0) (24661313.43,0) (2980610.871,0) (2413606.631,0) (2300636.086,0) (563157.1184,0) (288028.3101,0) (124748.4742,0) (66941.18459,0) (25488.85667,0) (17283.03778,0) (10861.27912,0) (7131.975888,0) (988.687534,0) (99.30808726,0) (-22.73260249,0) (-11.55260698,0) 
i 19 stab 222.0017287 p0 0.9999986679 eigenval (-22.73260249,0)
chose 19 eigenval -22.73260249
eigenvals (3.524102739e+12,0) (5.888857902e+10,0) (8673557317,0) (2846778989,0) (429979625.8,0) (123306581.6,0) (14902923.76,0) (12067336.33,0) (11502920.36,0) (2815793.111,0) (1440119.88,0) (623752.724,0) (334774.146,0) (127473.4002,0) (86488.92695,0) (54358.46715,0) (35738.28914,0) (5021.153305,0) (577.8310346,0) (-22.73289208,0) (28.93619541,0) 
i 19 stab 1110.008644 p0 0.9999999398 eigenval (-22.73289208,0)
chose 19 eigenval -22.73289208
eigenvals (1.762051369e+13,0) (2.944428946e+11,0) (4.3367786e+10,0) (1.423389464e+10,0) (2149897002,0) (616532922.3,0) (74514488.25,0) (60335985.19,0) (57514341.3,0) (14078973.07,0) (7200577.73,0) (3118773.975,0) (1673938.953,0) (637396.1171,0) (432518.3725,0) (271844.3986,0) (178769.8528,0) (25183.48056,0) (-22.73295959,0) (2970.463684,0) (231.3565877,0) 
i 18 stab 5550.043218 p0 0.9999999975 eigenval (-22.73295959,0)
chose 18 eigenval -22.73295959
eigenvals (8.810256843e+13,0) (1.472214473e+12,0) (2.168389294e+11,0) (7.116947287e+10,0) (1.074948388e+10,0) (3082664626,0) (372572310.7,0) (301679229.5,0) (287571445.9,0) (70394872.87,0) (36002866.98,0) (15593880.23,0) (8369762.991,0) (3187009.702,0) (2162665.6,0) (1359274.054,0) (893927.6708,0) (125995.1165,0) (-22.73297352,0) (14933.63057,0) (1243.45372,0) 
i 18 stab 27750.21609 p0 0.9999999999 eigenval (-22.73297352,0)
chose 18 eigenval -22.73297352
eigenvals (4.405128367e+14,0) (7.361072364e+12,0) (1.084194647e+12,0) (3.55847364e+11,0) (5.374741829e+10,0) (1.541332314e+10,0) (1862861423,0) (1508395451,0) (1437856969,0) (351974371.9,0) (180014313.2,0) (77969411.5,0) (41848883.18,0) (15935077.62,0) (10813401.74,0) (6796422.33,0) (4469716.76,0) (630053.2962,0) (-22.73297632,0) (74749.46573,0) (6303.938409,0) 
i 18 stab 138751.0805 p0 1 eigenval (-22.73297632,0)
chose 18 eigenval -22.73297632
eigenvals (225542857.2,0) (3768988.926,0) (555253.4452,0) (182271.1921,0) (27800.67659,0) (7887.971328,0) (1105.83349,0) (894.1629265,0) (743.9700923,0) (176.9037111,0) (98.18513571,0) (36.91689087,0) (4.768484704,0) (-3.630455997,0) (-10.81001232,0) (-14.16124705,0) (-17.94964173,0) (-22.77063334,0) (-19.80890215,0) (-20.73023353,0) (-22.02352568,0) 
i 17 stab 0.07104055319 p0 0.9317252887 eigenval (-22.77063334,0)
i 20 stab 0.07104055319 p0 0.3155136376 eigenval (-22.02352568,0)
chose 17 eigenval -22.77063334
eigenvals (1127713158,0) (18844465.12,0) (2775684.057,0) (911046.5933,0) (137875.1899,0) (39454.49471,0) (4815.914461,0) (4059.64696,0) (3710.167864,0) (898.8094593,0) (466.4042601,0) (197.2292706,0) (90.16440636,0) (32.81040842,0) (9.498323929,0) (3.122202386,0) (-8.466657074,0) (-18.04296061,0) (-22.75226565,0) (-20.20201721,0) (-21.98156811,0) 
i 18 stab 0.355202766 p0 0.9861844845 eigenval (-22.75226565,0)
i 20 stab 0.355202766 p0 0.4100491292 eigenval (-21.98156811,0)
chose 18 eigenval -22.75226565
eigenvals (5638564663,0) (94221846.11,0) (13877837.23,0) (4554923.6,0) (688248.7101,0) (197286.9313,0) (23879.62529,0) (19491.26011,0) (18458.17298,0) (4503.316141,0) (2309.631815,0) (995.4815045,0) (518.6273584,0) (196.6344759,0) (119.981363,0) (73.70540714,0) (37.53220308,0) (-11.41457511,0) (-22.73959087,0) (-19.23974619,0) (-21.83493105,0) 
i 18 stab 1.77601383 p0 0.9982829158 eigenval (-22.73959087,0)
i 20 stab 1.77601383 p0 0.4261778038 eigenval (-21.83493105,0)
chose 18 eigenval -22.73959087
eigenvals (2.819282219e+10,0) (471108751,0) (69388603.12,0) (22774308.63,0) (3440116.504,0) (986449.078,0) (119256.2144,0) (96713.61023,0) (92085.42143,0) (22524.46543,0) (11526.33936,0) (4987.466776,0) (2661.277157,0) (1012.560887,0) (673.6231898,0) (421.9002451,0) (266.4448735,0) (20.885854,0) (-15.46144426,0) (-22.73296368,0) (-21.37155993,0) 
i 19 stab 8.880069149 p0 0.9997863122 eigenval (-22.73296368,0)
i 20 stab 8.880069149 p0 0.3495443654 eigenval (-21.37155993,0)
chose 19 eigenval -22.73296368
eigenvals (1.409641098e+11,0) (2355543276,0) (346942432.6,0) (113871233.8,0) (17199455.51,0) (4932259.804,0) (596148.3639,0) (482861.0396,0) (460178.8302,0) (112629.9175,0) (57609.99711,0) (24947.62628,0) (13374.59284,0) (5091.947295,0) (3441.859687,0) (2161.832787,0) (1410.710655,0) (182.1927791,0) (3.620047736,0) (-22.73191153,0) (-19.67185308,0) 
i 19 stab 44.40034575 p0 0.9999787361 eigenval (-22.73191153,0)
i 20 stab 44.40034575 p0 0.1654681555 eigenval (-19.67185308,0)
chose 19 eigenval -22.73191153
eigenvals (7.04820548e+11,0) (1.17777159e+10,0) (1734711580,0) (569355859.7,0) (85996150.56,0) (24661313.43,0) (2980610.871,0) (2413606.631,0) (2300636.086,0) (563157.1184,0) (288028.3101,0) (124748.4742,0) (66941.18459,0) (25488.85667,0) (17283.03778,0) (10861.27912,0) (7131.975888,0) (988.687534,0) (99.30808726,0) (-22.73260249,0) (-11.55260698,0) 
i 19 stab 222.0017287 p0 0.9999986679 eigenval (-22.73260249,0)
chose 19 eigenval -22.73260249
eigenvals (3.524102739e+12,0) (5.888857902e+10,0) (8673557317,0) (2846778989,0) (429979625.8,0) (123306581.6,0) (14902923.76,0) (12067336.33,0) (11502920.36,0) (2815793.111,0) (1440119.88,0) (623752.724,0) (334774.146,0) (127473.4002,0) (86488.92695,0) (54358.46715,0) (35738.28914,0) (5021.153305,0) (577.8310346,0) (-22.73289208,0) (28.93619541,0) 
i 19 stab 1110.008644 p0 0.9999999398 eigenval (-22.73289208,0)
chose 19 eigenval -22.73289208
eigenvals (1.762051369e+13,0) (2.944428946e+11,0) (4.3367786e+10,0) (1.423389464e+10,0) (2149897002,0) (616532922.3,0) (74514488.25,0) (60335985.19,0) (57514341.3,0) (14078973.07,0) (7200577.73,0) (3118773.975,0) (1673938.953,0) (637396.1171,0) (432518.3725,0) (271844.3986,0) (178769.8528,0) (25183.48056,0) (-22.73295959,0) (2970.463684,0) (231.3565877,0) 
i 18 stab 5550.043218 p0 0.9999999975 eigenval (-22.73295959,0)
chose 18 eigenval -22.73295959
eigenvals (8.810256843e+13,0) (1.472214473e+12,0) (2.168389294e+11,0) (7.116947287e+10,0) (1.074948388e+10,0) (3082664626,0) (372572310.7,0) (301679229.5,0) (287571445.9,0) (70394872.87,0) (36002866.98,0) (15593880.23,0) (8369762.991,0) (3187009.702,0) (2162665.6,0) (1359274.054,0) (893927.6708,0) (125995.1165,0) (-22.73297352,0) (14933.63057,0) (1243.45372,0) 
