 Level   Rel eigenvalue     Abs eigenvalue      Total Energy    Degeneracy
   34     0.0788368125     -4.568580426139      -67.310446169675 (   1 * )
   35     0.0788368147     -4.568580423977      -67.310446167513 (   2 * )
   36     0.0788368212     -4.568580417465      -67.310446161001 (   2 * )
   37     0.0788443413     -4.568572897383      -67.310438640919 (   3 * )
   38     0.0788443433     -4.568572895384      -67.310438638920 (   2 * )
   39     0.0788443462     -4.568572892439      -67.310438635974 (   2 * )
   40     0.0796591834     -4.567758055291      -67.309623798826 (   3 * )
   41     0.0796591846     -4.567758054060      -67.309623797596 (   2 * )
   42     0.0796591865     -4.567758052206      -67.309623795741 (   2 * )
   43     0.0796591891     -4.567758049603      -67.309623793139 (   2 * )
   44     0.0816298799     -4.565787358780      -67.307653102316 (   2 * )
   45     0.0816298961     -4.565787342549      -67.307653086085 (   2 * )
   46     0.0816299015     -4.565787337134      -67.307653080669 (   1 * )
   47     0.0862401171     -4.561177121578      -67.303042865113 (   1 * )
   48     0.0862401203     -4.561177118428      -67.303042861964 (   2 * )
   49     0.0862401297     -4.561177108981      -67.303042852516 (   2 * )
   50     0.0862401454     -4.561177093253      -67.303042836789 (   2 * )
   51     0.0879159128     -4.559501325845      -67.301367069380 (   1 * )
   52     0.0879159146     -4.559501324037      -67.301367067573 (   2 * )
   53     0.0879159201     -4.559501318614      -67.301367062150 (   2 * )
   54     0.0879159291     -4.559501309578      -67.301367053114 (   2 * )
   55     0.0879159418     -4.559501296931      -67.301367040467 (   2 * )
   56     0.0891449793     -4.558272259355      -67.300138002891 (   1 * )
   57     0.0891449804     -4.558272258303      -67.300138001839 (   2 * )
   58     0.0891449835     -4.558272255149      -67.300137998684 (   2 * )
   59     0.0891449888     -4.558272249894      -67.300137993430 (   2 * )
   60     0.0891449961     -4.558272242551      -67.300137986086 (   2 * )
   61     0.0891450055     -4.558272233145      -67.300137976680 (   2 * )
   62     0.1035848376     -4.543832401060      -67.285698144595 (   3 * )
   63     0.1035848408     -4.543832397833      -67.285698141369 (   2 * )
   64     0.1035848457     -4.543832393005      -67.285698136540 (   2 * )
   65     0.1035848524     -4.543832386266      -67.285698129801 (   2 * )
   66     0.1035848610     -4.543832377632      -67.285698121168 (   2 * )
   67     0.1035848716     -4.543832367117      -67.285698110653 (   2 * )
   68     0.1102015342     -4.537215704516      -67.279081448052 (   2 * )
   69     0.1102015562     -4.537215682494      -67.279081426029 (   2 * )
   70     0.1102015720     -4.537215666699      -67.279081410235 (   2 * )
   71     0.1102015815     -4.537215657197      -67.279081400733 (   2 * )
   72     0.1102015847     -4.537215654026      -67.279081397561 (   1 * )
   73     0.1103231740     -4.537094064680      -67.278959808216 (   2 * )
   74     0.1103231955     -4.537094043185      -67.278959786721 (   2 * )
   75     0.1103232084     -4.537094030307      -67.278959773843 (   2 * )
   76     0.1103232127     -4.537094026018      -67.278959769554 (   1 * )
   77     0.1107359154     -4.536681323276      -67.278547066812 (   2 * )
   78     0.1107359408     -4.536681297901      -67.278547041437 (   2 * )
   79     0.1107359493     -4.536681289429      -67.278547032965 (   1 * )
   80     0.1113956877     -4.536021550962      -67.277887294498 (   2 * )
   81     0.1113957093     -4.536021529412      -67.277887272948 (   1 * )
   82     0.1270581087     -4.520359129976      -67.262224873511 (   1 * )
   83     0.1347482814     -4.512668957254      -67.254534700790 (   1 * )
   84     0.1347482930     -4.512668945730      -67.254534689265 (   2 * )
   85     0.1347483273     -4.512668911369      -67.254534654905 (   2 * )
   86     0.1538573999     -4.493559838812      -67.235425582348 (   1 * )
   87     0.1538574116     -4.493559827098      -67.235425570634 (   2 * )
   88     0.1538574467     -4.493559791971      -67.235425535507 (   2 * )
   89     0.1538575052     -4.493559733444      -67.235425476980 (   2 * )
   90     0.1807688178     -4.466648420920      -67.208514164456 (   3 * )
   91     0.1807688193     -4.466648419372      -67.208514162908 (   2 * )
   92     0.1808774283     -4.466539810347      -67.208405553883 (   1 * )
   93     0.1808774308     -4.466539807915      -67.208405551451 (   2 * )
   94     0.1808774380     -4.466539800686      -67.208405544222 (   2 * )
   95     0.1810474408     -4.466369797837      -67.208235541372 (   1 * )
   96     0.1810474426     -4.466369796082      -67.208235539618 (   2 * )
   97     0.1810474479     -4.466369790822      -67.208235534358 (   2 * )
   98     0.1810474566     -4.466369782074      -67.208235525610 (   2 * )
   99     0.1810474688     -4.466369769870      -67.208235513405 (   2 * )
  100     0.1813891918     -4.466028046929      -67.207893790465 (   1 * )
  101     0.1813891943     -4.466028044418      -67.207893787954 (   2 * )
  102     0.1813892018     -4.466028036902      -67.207893780438 (   2 * )
  103     0.1813892143     -4.466028024408      -67.207893767944 (   2 * )
  104     0.1849819547     -4.462435283955      -67.204301027491 (   1 * )
  105     0.1849819650     -4.462435273674      -67.204301017210 (   2 * )
  106     0.1871690242     -4.460248214439      -67.202113957975 (   1 * )
  107     0.2047740304     -4.442643208245      -67.184508951780 (   9 * )
  108     0.2741597458     -4.373257492908      -67.115123236443 (   2 * )
  109     0.2741598024     -4.373257436267      -67.115123179802 (   2 * )
  110     0.2741598213     -4.373257417353      -67.115123160889 (   1 * )
  111     0.3545841310     -4.292833107637      -67.034698851173 (   1 * )


 Total average:       -67.2843388901
