 Level   Rel eigenvalue     Abs eigenvalue      Total Energy    Degeneracy
   50     0.1614553743     -7.720275639871      -67.309708599265 (   2 * )
   51     0.1614553862     -7.720275627898      -67.309708587292 (   1 * )
   52     0.1621039220     -7.719627092167      -67.309060051561 (   1 * )
   53     0.1621039295     -7.719627084592      -67.309060043986 (   2 * )
   54     0.1633692775     -7.718361736629      -67.307794696023 (   1 * )
   55     0.1636276061     -7.718103407987      -67.307536367381 (   1 * )
   56     0.1636276248     -7.718103389280      -67.307536348674 (   2 * )
   57     0.1637891115     -7.717941902601      -67.307374861995 (   2 * )
   58     0.1637891152     -7.717941898897      -67.307374858291 (   2 * )
   59     0.1637891165     -7.717941897636      -67.307374857030 (   1 * )
   60     0.1638578065     -7.717873207605      -67.307306167000 (   2 * )
   61     0.1638578087     -7.717873205441      -67.307306164836 (   2 * )
   62     0.1638578102     -7.717873203973      -67.307306163367 (   3 * )
   63     0.1642568265     -7.717474187600      -67.306907146994 (   5 * )
   64     0.1642568276     -7.717474186514      -67.306907145908 (   2 * )
   65     0.1642568287     -7.717474185413      -67.306907144808 (   2 * )
   66     0.1643640024     -7.717367011681      -67.306799971075 (  11 * )
   67     0.1691497204     -7.712581293751      -67.302014253145 (   1 * )
   68     0.1691497225     -7.712581291650      -67.302014251044 (   2 * )
   69     0.1691497288     -7.712581285345      -67.302014244739 (   2 * )
   70     0.1691497393     -7.712581274839      -67.302014234233 (   2 * )
   71     0.1702732144     -7.711457799713      -67.300890759107 (   1 * )
   72     0.1702732214     -7.711457792740      -67.300890752134 (   2 * )
   73     0.1702732423     -7.711457771805      -67.300890731199 (   2 * )
   74     0.1706587853     -7.711072228818      -67.300505188212 (   2 * )
   75     0.1706588262     -7.711072187898      -67.300505147292 (   2 * )
   76     0.1706588508     -7.711072163341      -67.300505122736 (   2 * )
   77     0.1706588590     -7.711072155155      -67.300505114549 (   1 * )
   78     0.1708957768     -7.710835237306      -67.300268196700 (   2 * )
   79     0.1708957994     -7.710835214746      -67.300268174140 (   1 * )
   80     0.1715711917     -7.710159822427      -67.299592781821 (   2 * )
   81     0.1715712284     -7.710159785678      -67.299592745072 (   2 * )
   82     0.1715712407     -7.710159773432      -67.299592732826 (   1 * )
   83     0.1728685990     -7.708862415149      -67.298295374543 (   2 * )
   84     0.1728686005     -7.708862413597      -67.298295372992 (   1 * )
   85     0.1744630617     -7.707267952451      -67.296700911845 (   9 * )
   86     0.1758136581     -7.705917355977      -67.295350315371 (   1 * )
   87     0.1758136601     -7.705917353998      -67.295350313392 (   2 * )
   88     0.1758136661     -7.705917348058      -67.295350307453 (   2 * )
   89     0.1758136760     -7.705917338159      -67.295350297553 (   2 * )
   90     0.1758136898     -7.705917324300      -67.295350283694 (   2 * )
   91     0.1758137076     -7.705917306481      -67.295350265875 (   2 * )
   92     0.1758137294     -7.705917284707      -67.295350244101 (   2 * )
   93     0.1763795001     -7.705351514007      -67.294784473402 (   3 * )
   94     0.1763795019     -7.705351512275      -67.294784471669 (   2 * )
   95     0.1772770334     -7.704453980725      -67.293886940119 (   3 * )
   96     0.1772770358     -7.704453978295      -67.293886937689 (   2 * )
   97     0.1772770395     -7.704453974652      -67.293886934046 (   2 * )
   98     0.1831242350     -7.698606779144      -67.288039738539 (   2 * )
   99     0.1831242531     -7.698606761029      -67.288039720423 (   2 * )
  100     0.1831242660     -7.698606748082      -67.288039707476 (   2 * )
  101     0.1831242738     -7.698606740311      -67.288039699705 (   2 * )
  102     0.1831242764     -7.698606737719      -67.288039697113 (   1 * )
  103     0.1832775334     -7.698453480708      -67.287886440102 (   2 * )
  104     0.1832775490     -7.698453465085      -67.287886424479 (   2 * )
  105     0.1832775612     -7.698453452929      -67.287886412323 (   2 * )
  106     0.1832775699     -7.698453444244      -67.287886403638 (   2 * )
  107     0.1832775751     -7.698453439032      -67.287886398426 (   2 * )
  108     0.1832775768     -7.698453437295      -67.287886396689 (   1 * )
  109     0.1847806567     -7.696950357468      -67.286383316862 (   2 * )
  110     0.1847806659     -7.696950348226      -67.286383307620 (   2 * )
  111     0.1847806735     -7.696950340660      -67.286383300054 (   2 * )
  112     0.1847806794     -7.696950334772      -67.286383294166 (   2 * )
  113     0.1847806836     -7.696950330564      -67.286383289958 (   2 * )
  114     0.1847806864     -7.696950327758      -67.286383287152 (   3 * )
  115     0.1876635116     -7.694067502532      -67.283500461927 (   2 * )
  116     0.1876635530     -7.694067461085      -67.283500420479 (   2 * )
  117     0.1876635779     -7.694067436211      -67.283500395606 (   2 * )
  118     0.1876635862     -7.694067427920      -67.283500387314 (   1 * )
  119     0.1884968121     -7.693234202015      -67.282667161409 (   2 * )
  120     0.1884968451     -7.693234169055      -67.282667128449 (   2 * )
  121     0.1884968686     -7.693234145510      -67.282667104904 (   2 * )
  122     0.1884968827     -7.693234131381      -67.282667090775 (   2 * )
  123     0.1884968875     -7.693234126671      -67.282667086065 (   1 * )
  124     0.1887189428     -7.693012071348      -67.282445030742 (   2 * )
  125     0.1887189714     -7.693012042740      -67.282445002135 (   2 * )
  126     0.1887189936     -7.693012020486      -67.282444979881 (   2 * )
  127     0.1887190095     -7.693012004590      -67.282444963984 (   2 * )
  128     0.1887190191     -7.693011995053      -67.282444954447 (   2 * )
  129     0.1887190223     -7.693011991874      -67.282444951268 (   1 * )
  130     0.1955728450     -7.686158169169      -67.275591128563 (   1 * )
  131     0.1955728474     -7.686158166733      -67.275591126127 (   2 * )
  132     0.1955728547     -7.686158159442      -67.275591118836 (   2 * )
  133     0.1977247764     -7.684006237773      -67.273439197167 (   1 * )
  134     0.1977247846     -7.684006229479      -67.273439188873 (   2 * )
  135     0.1977248095     -7.684006204607      -67.273439164001 (   2 * )
  136     0.1977248510     -7.684006163150      -67.273439122544 (   2 * )
  137     0.2001633223     -7.681567691809      -67.271000651203 (   1 * )
  138     0.2001633378     -7.681567676343      -67.271000635737 (   2 * )
  139     0.2001633842     -7.681567629948      -67.271000589342 (   2 * )
  140     0.2002516567     -7.681479357426      -67.270912316820 (   1 * )
  141     0.2002516618     -7.681479352346      -67.270912311740 (   2 * )
  142     0.2002516770     -7.681479337106      -67.270912296500 (   2 * )
  143     0.2002517024     -7.681479311704      -67.270912271098 (   2 * )
  144     0.2002517380     -7.681479276142      -67.270912235537 (   2 * )
  145     0.2009427736     -7.680788240532      -67.270221199926 (   1 * )
  146     0.2009427808     -7.680788233344      -67.270221192738 (   2 * )
  147     0.2009428023     -7.680788211789      -67.270221171183 (   2 * )
  148     0.2009428383     -7.680788175861      -67.270221135255 (   2 * )
  149     0.2071860010     -7.674545013092      -67.263977972486 (  11 * )
  150     0.2087523071     -7.672978707050      -67.262411666444 (   2 * )
  151     0.2087523363     -7.672978677864      -67.262411637258 (   2 * )
  152     0.2087523571     -7.672978657024      -67.262411616419 (   2 * )
  153     0.2087523696     -7.672978644525      -67.262411603919 (   2 * )
  154     0.2087523738     -7.672978640360      -67.262411599754 (   1 * )
  155     0.2100626683     -7.671668345837      -67.261101305231 (   1 * )
  156     0.2100626713     -7.671668342793      -67.261101302187 (   2 * )
  157     0.2100626805     -7.671668333666      -67.261101293061 (   2 * )
  158     0.2100626957     -7.671668318465      -67.261101277859 (   2 * )
  159     0.2104946620     -7.671236352174      -67.260669311568 (   1 * )
  160     0.2104946673     -7.671236346847      -67.260669306241 (   2 * )
  161     0.2104946832     -7.671236330918      -67.260669290313 (   2 * )
  162     0.2131802381     -7.668550776023      -67.257983735417 (   2 * )
  163     0.2131802645     -7.668550749581      -67.257983708975 (   2 * )
  164     0.2131802834     -7.668550730701      -67.257983690096 (   2 * )
  165     0.2131802947     -7.668550719378      -67.257983678772 (   2 * )
  166     0.2131802985     -7.668550715604      -67.257983674998 (   1 * )
  167     0.2190290318     -7.662701982287      -67.252134941681 (   3 * )
  168     0.2235455953     -7.658185418810      -67.247618378204 (   1 * )
  169     0.2235456156     -7.658185398563      -67.247618357957 (   2 * )
  170     0.2235456763     -7.658185337811      -67.247618297206 (   2 * )
  171     0.2235457776     -7.658185236561      -67.247618195955 (   2 * )
  172     0.2400230109     -7.641708003196      -67.231140962590 (   2 * )
  173     0.2400230403     -7.641707973847      -67.231140933241 (   1 * )
  174     0.2400583692     -7.641672644943      -67.231105604337 (   2 * )
  175     0.2400583895     -7.641672624633      -67.231105584027 (   2 * )
  176     0.2400583962     -7.641672617885      -67.231105577279 (   1 * )
  177     0.2402573857     -7.641473628406      -67.230906587800 (   2 * )
  178     0.2402574114     -7.641473602734      -67.230906562128 (   2 * )
  179     0.2402574268     -7.641473587331      -67.230906546725 (   2 * )
  180     0.2402574319     -7.641473582197      -67.230906541591 (   1 * )
  181     0.2420370970     -7.639693917160      -67.229126876555 (   1 * )
  182     0.2618326150     -7.619898399158      -67.209331358552 (   1 * )
  183     0.2618326189     -7.619898395249      -67.209331354643 (   2 * )
  184     0.2618326306     -7.619898383528      -67.209331342922 (   2 * )
  185     0.2618326501     -7.619898363990      -67.209331323385 (   2 * )
  186     0.2618495561     -7.619881457989      -67.209314417383 (   1 * )
  187     0.2618495582     -7.619881455927      -67.209314415321 (   2 * )
  188     0.2618495644     -7.619881449743      -67.209314409138 (   2 * )
  189     0.2618495747     -7.619881439439      -67.209314398833 (   2 * )
  190     0.2618495891     -7.619881425018      -67.209314384412 (   2 * )
  191     0.2618795584     -7.619851455735      -67.209284415129 (   1 * )
  192     0.2618795598     -7.619851454275      -67.209284413669 (   2 * )
  193     0.2618795642     -7.619851449898      -67.209284409292 (   2 * )
  194     0.2618795715     -7.619851442606      -67.209284402000 (   2 * )
  195     0.2618795817     -7.619851432400      -67.209284391795 (   2 * )
  196     0.2618795948     -7.619851419277      -67.209284378671 (   2 * )
  197     0.2630620577     -7.618668956383      -67.208101915777 (   2 * )
  198     0.2630620891     -7.618668925012      -67.208101884406 (   2 * )
  199     0.2630620996     -7.618668914546      -67.208101873940 (   1 * )
  200     0.2848572611     -7.596873753023      -67.186306712417 (   1 * )
  201     0.2848572625     -7.596873751645      -67.186306711039 (   2 * )
  202     0.2848572666     -7.596873747514      -67.186306706908 (   2 * )
  203     0.2848572735     -7.596873740635      -67.186306700029 (   2 * )
  204     0.2848572831     -7.596873730991      -67.186306690385 (   2 * )
  205     0.3147024189     -7.567028595246      -67.156461554641 (   2 * )
  206     0.3147024669     -7.567028547209      -67.156461506603 (   2 * )
  207     0.3147024830     -7.567028531138      -67.156461490532 (   1 * )
  208     0.3147417423     -7.566989271783      -67.156422231177 (   1 * )
  209     0.3147417881     -7.566989226003      -67.156422185397 (   2 * )
  210     0.3148192652     -7.566911748877      -67.156344708271 (   1 * )
  211     0.3363294223     -7.545401591780      -67.134834551175 (   1 * )
  212     0.3363294246     -7.545401589488      -67.134834548882 (   2 * )
  213     0.3386195688     -7.543111445329      -67.132544404724 (   1 * )
  214     0.3386195711     -7.543111443011      -67.132544402405 (   2 * )
  215     0.3386195781     -7.543111435981      -67.132544395375 (   2 * )
  216     0.3387375231     -7.542993490984      -67.132426450378 (   1 * )
  217     0.3387375250     -7.542993489110      -67.132426448504 (   2 * )
  218     0.3387375306     -7.542993483495      -67.132426442889 (   2 * )
  219     0.3387375400     -7.542993474164      -67.132426433558 (   2 * )
  220     0.3399158895     -7.541815124639      -67.131248084033 (   1 * )
  221     0.3399158964     -7.541815117744      -67.131248077138 (   2 * )
  222     0.3616393589     -7.520091655237      -67.109524614631 (   2 * )
  223     0.3616394081     -7.520091606034      -67.109524565428 (   2 * )
  224     0.3616394245     -7.520091589663      -67.109524549057 (   1 * )


 Total average:       -67.2882268001
