 Level   Rel eigenvalue     Abs eigenvalue      Total Energy    Degeneracy
   93     0.1822067703     -7.340538424069      -66.982046263801 (   2 * )
   94     0.1875395065     -7.335205687787      -66.976713527519 (   2 * )
   95     0.1914147828     -7.331330411492      -66.972838251224 (   2 * )
   96     0.1916648913     -7.331080303067      -66.972588142799 (   2 * )
   97     0.1923238118     -7.330421382524      -66.971929222255 (   2 * )
   98     0.1937741969     -7.328970997438      -66.970478837169 (   2 * )
   99     0.1974260074     -7.325319186906      -66.966827026638 (   2 * )
  100     0.1981142337     -7.324630960589      -66.966138800320 (   2 * )
  101     0.2024231183     -7.320322076069      -66.961829915800 (   2 * )
  102     0.2051374799     -7.317607714450      -66.959115554182 (   2 * )
  103     0.2088598508     -7.313885343516      -66.955393183247 (   2 * )
  104     0.2138023462     -7.308942848084      -66.950450687815 (   2 * )
  105     0.2216374710     -7.301107723356      -66.942615563087 (   2 * )
  106     0.2223461543     -7.300399040026      -66.941906879757 (   2 * )
  107     0.2244969238     -7.298248270554      -66.939756110285 (   2 * )
  108     0.2257806891     -7.296964505259      -66.938472344990 (   2 * )
  109     0.2263136139     -7.296431580392      -66.937939420123 (   2 * )
  110     0.2292262061     -7.293518988266      -66.935026827998 (   2 * )
  111     0.2295522220     -7.293192972328      -66.934700812059 (   2 * )
  112     0.2321407741     -7.290604420243      -66.932112259974 (   2 * )
  113     0.2355300910     -7.287215103354      -66.928722943085 (   2 * )
  114     0.2377816633     -7.284963530995      -66.926471370727 (   2 * )
  115     0.2427746531     -7.279970541230      -66.921478380961 (   2 * )
  116     0.2495173620     -7.273227832316      -66.914735672047 (   2 * )
  117     0.2511140614     -7.271631132906      -66.913138972637 (   2 * )
  118     0.2541610589     -7.268584135470      -66.910091975202 (   2 * )
  119     0.2554120682     -7.267333126164      -66.908840965895 (   2 * )
  120     0.2593394722     -7.263405722094      -66.904913561825 (   2 * )
  121     0.2677790218     -7.254966172475      -66.896474012206 (   2 * )
  122     0.2968762407     -7.225868953594      -66.867376793325 (   2 * )
  123     0.3143575413     -7.208387653039      -66.849895492771 (   2 * )
  124     0.3170853706     -7.205659823692      -66.847167663423 (   2 * )
  125     0.3301392265     -7.192605967802      -66.834113807534 (   2 * )
  126     0.3458872719     -7.176857922391      -66.818365762122 (   2 * )


 Total average:       -67.0280228243
