0: output to I2.dmc.o
277: Timestep is 1.2767578125
25: Timestep is 1.2767578125
88: Timestep is 1.2767578125
149: Timestep is 1.2767578125
214: Timestep is 1.2767578125
278: Timestep is 1.2767578125
26: Timestep is 1.2767578125
89: Timestep is 1.2767578125
150: Timestep is 1.2767578125
215: Timestep is 1.2767578125
279: Timestep is 1.2767578125
27: Timestep is 1.2767578125
90: Timestep is 1.2767578125
151: Timestep is 1.2767578125
216: Timestep is 1.2767578125
280: Timestep is 1.2767578125
28: Timestep is 1.2767578125
91: Timestep is 1.2767578125
152: Timestep is 1.2767578125
217: Timestep is 1.2767578125
281: Timestep is 1.2767578125
29: Timestep is 1.2767578125
92: Timestep is 1.2767578125
153: Timestep is 1.2767578125
218: Timestep is 1.2767578125
282: Timestep is 1.2767578125
30: Timestep is 1.2767578125
93: Timestep is 1.2767578125
154: Timestep is 1.2767578125
219: Timestep is 1.2767578125
283: Timestep is 1.2767578125
31: Timestep is 1.2767578125
94: Timestep is 1.2767578125
155: Timestep is 1.2767578125
220: Timestep is 1.2767578125
284: Timestep is 1.2767578125
32: Timestep is 1.2767578125
95: Timestep is 1.2767578125
157: Timestep is 1.2767578125
221: Timestep is 1.2767578125
285: Timestep is 1.2767578125
33: Timestep is 1.2767578125
96: Timestep is 1.2767578125
158: Timestep is 1.2767578125
222: Timestep is 1.2767578125
286: Timestep is 1.2767578125
34: Timestep is 1.2767578125
97: Timestep is 1.2767578125
159: Timestep is 1.2767578125
223: Timestep is 1.2767578125
287: Timestep is 1.2767578125
35: Timestep is 1.2767578125
98: Timestep is 1.2767578125
160: Timestep is 1.2767578125
224: Timestep is 1.2767578125
288: Timestep is 1.2767578125
36: Timestep is 1.2767578125
99: Timestep is 1.2767578125
161: Timestep is 1.2767578125
225: Timestep is 1.2767578125
289: Timestep is 1.2767578125
37: Timestep is 1.2767578125
100: Timestep is 1.2767578125
162: Timestep is 1.2767578125
226: Timestep is 1.2767578125
290: Timestep is 1.2767578125
38: Timestep is 1.2767578125
101: Timestep is 1.2767578125
163: Timestep is 1.2767578125
227: Timestep is 1.2767578125
291: Timestep is 1.2767578125
39: Timestep is 1.2767578125
102: Timestep is 1.2767578125
164: Timestep is 1.2767578125
228: Timestep is 1.2767578125
293: Timestep is 1.2767578125
40: Timestep is 1.2767578125
103: Timestep is 1.2767578125
165: Timestep is 1.2767578125
229: Timestep is 1.2767578125
294: Timestep is 1.2767578125
41: Timestep is 1.2767578125
104: Timestep is 1.2767578125
166: Timestep is 1.2767578125
230: Timestep is 1.2767578125
295: Timestep is 1.2767578125
42: Timestep is 1.2767578125
105: Timestep is 1.2767578125
167: Timestep is 1.2767578125
231: Timestep is 1.2767578125
296: Timestep is 1.2767578125
43: Timestep is 1.2767578125
106: Timestep is 1.2767578125
168: Timestep is 1.2767578125
232: Timestep is 1.2767578125
297: Timestep is 1.2767578125
44: Timestep is 1.2767578125
107: Timestep is 1.2767578125
169: Timestep is 1.2767578125
233: Timestep is 1.2767578125
298: Timestep is 1.2767578125
45: Timestep is 1.2767578125
108: Timestep is 1.2767578125
170: Timestep is 1.2767578125
234: Timestep is 1.2767578125
299: Timestep is 1.2767578125
46: Timestep is 1.2767578125
109: Timestep is 1.2767578125
171: Timestep is 1.2767578125
235: Timestep is 1.2767578125
300: Timestep is 1.2767578125
47: Timestep is 1.2767578125
110: Timestep is 1.2767578125
172: Timestep is 1.2767578125
48: Timestep is 1.2767578125
111: Timestep is 1.2767578125
236: Timestep is 1.2767578125
301: Timestep is 1.2767578125
49: Timestep is 1.2767578125
112: Timestep is 1.2767578125
173: Timestep is 1.2767578125
237: Timestep is 1.2767578125
302: Timestep is 1.2767578125
50: Timestep is 1.2767578125
113: Timestep is 1.2767578125
174: Timestep is 1.2767578125
238: Timestep is 1.2767578125
303: Timestep is 1.2767578125
51: Timestep is 1.2767578125
114: Timestep is 1.2767578125
175: Timestep is 1.2767578125
239: Timestep is 1.2767578125
304: Timestep is 1.2767578125
52: Timestep is 1.2767578125
115: Timestep is 1.2767578125
176: Timestep is 1.2767578125
240: Timestep is 1.2767578125
305: Timestep is 1.2767578125
53: Timestep is 1.2767578125
116: Timestep is 1.2767578125
177: Timestep is 1.2767578125
241: Timestep is 1.2767578125
306: Timestep is 1.2767578125
54: Timestep is 1.2767578125
117: Timestep is 1.2767578125
178: Timestep is 1.2767578125
242: Timestep is 1.2767578125
307: Timestep is 1.2767578125
55: Timestep is 1.2767578125
118: Timestep is 1.2767578125
179: Timestep is 1.2767578125
243: Timestep is 1.2767578125
308: Timestep is 1.2767578125
56: Timestep is 1.2767578125
119: Timestep is 1.2767578125
180: Timestep is 1.2767578125
244: Timestep is 1.2767578125
309: Timestep is 1.2767578125
57: Timestep is 1.2767578125
120: Timestep is 1.2767578125
181: Timestep is 1.2767578125
245: Timestep is 1.2767578125
310: Timestep is 1.2767578125
58: Timestep is 1.2767578125
121: Timestep is 1.2767578125
182: Timestep is 1.2767578125
246: Timestep is 1.2767578125
311: Timestep is 1.2767578125
59: Timestep is 1.2767578125
122: Timestep is 1.2767578125
183: Timestep is 1.2767578125
247: Timestep is 1.2767578125
312: Timestep is 1.2767578125
60: Timestep is 1.2767578125
123: Timestep is 1.2767578125
184: Timestep is 1.2767578125
249: Timestep is 1.2767578125
313: Timestep is 1.2767578125
61: Timestep is 1.2767578125
124: Timestep is 1.2767578125
185: Timestep is 1.2767578125
250: Timestep is 1.2767578125
314: Timestep is 1.2767578125
62: Timestep is 1.2767578125
125: Timestep is 1.2767578125
186: Timestep is 1.2767578125
251: Timestep is 1.2767578125
315: Timestep is 1.2767578125
63: Timestep is 1.2767578125
126: Timestep is 1.2767578125
187: Timestep is 1.2767578125
252: Timestep is 1.2767578125
316: Timestep is 1.2767578125
1: Timestep is 1.2767578125
127: Timestep is 1.2767578125
188: Timestep is 1.2767578125
253: Timestep is 1.2767578125
317: Timestep is 1.2767578125
3: Timestep is 1.2767578125
189: Timestep is 1.2767578125
254: Timestep is 1.2767578125
318: Timestep is 1.2767578125
4: Timestep is 1.2767578125
190: Timestep is 1.2767578125
255: Timestep is 1.2767578125
319: Timestep is 1.2767578125
5: Timestep is 1.2767578125
191: Timestep is 1.2767578125
6: Timestep is 1.2767578125
7: Timestep is 1.2767578125
8: Timestep is 1.2767578125
9: Timestep is 1.2767578125
10: Timestep is 1.2767578125
11: Timestep is 1.2767578125
13: Timestep is 1.2767578125
2: Timestep is 1.2767578125
449: Timestep is 1.2767578125
385: Timestep is 1.2767578125
321: Timestep is 1.2767578125
450: Timestep is 1.2767578125
386: Timestep is 1.2767578125
322: Timestep is 1.2767578125
451: Timestep is 1.2767578125
387: Timestep is 1.2767578125
323: Timestep is 1.2767578125
452: Timestep is 1.2767578125
388: Timestep is 1.2767578125
325: Timestep is 1.2767578125
453: Timestep is 1.2767578125
389: Timestep is 1.2767578125
326: Timestep is 1.2767578125
454: Timestep is 1.2767578125
390: Timestep is 1.2767578125
327: Timestep is 1.2767578125
455: Timestep is 1.2767578125
391: Timestep is 1.2767578125
328: Timestep is 1.2767578125
456: Timestep is 1.2767578125
392: Timestep is 1.2767578125
329: Timestep is 1.2767578125
457: Timestep is 1.2767578125
393: Timestep is 1.2767578125
330: Timestep is 1.2767578125
458: Timestep is 1.2767578125
394: Timestep is 1.2767578125
331: Timestep is 1.2767578125
460: Timestep is 1.2767578125
395: Timestep is 1.2767578125
332: Timestep is 1.2767578125
461: Timestep is 1.2767578125
396: Timestep is 1.2767578125
333: Timestep is 1.2767578125
462: Timestep is 1.2767578125
397: Timestep is 1.2767578125
334: Timestep is 1.2767578125
463: Timestep is 1.2767578125
398: Timestep is 1.2767578125
335: Timestep is 1.2767578125
464: Timestep is 1.2767578125
400: Timestep is 1.2767578125
336: Timestep is 1.2767578125
465: Timestep is 1.2767578125
401: Timestep is 1.2767578125
337: Timestep is 1.2767578125
466: Timestep is 1.2767578125
402: Timestep is 1.2767578125
338: Timestep is 1.2767578125
467: Timestep is 1.2767578125
403: Timestep is 1.2767578125
339: Timestep is 1.2767578125
468: Timestep is 1.2767578125
404: Timestep is 1.2767578125
340: Timestep is 1.2767578125
469: Timestep is 1.2767578125
405: Timestep is 1.2767578125
341: Timestep is 1.2767578125
470: Timestep is 1.2767578125
406: Timestep is 1.2767578125
342: Timestep is 1.2767578125
471: Timestep is 1.2767578125
407: Timestep is 1.2767578125
343: Timestep is 1.2767578125
472: Timestep is 1.2767578125
408: Timestep is 1.2767578125
344: Timestep is 1.2767578125
473: Timestep is 1.2767578125
409: Timestep is 1.2767578125
345: Timestep is 1.2767578125
474: Timestep is 1.2767578125
410: Timestep is 1.2767578125
346: Timestep is 1.2767578125
475: Timestep is 1.2767578125
411: Timestep is 1.2767578125
347: Timestep is 1.2767578125
476: Timestep is 1.2767578125
412: Timestep is 1.2767578125
348: Timestep is 1.2767578125
477: Timestep is 1.2767578125
413: Timestep is 1.2767578125
349: Timestep is 1.2767578125
478: Timestep is 1.2767578125
414: Timestep is 1.2767578125
350: Timestep is 1.2767578125
479: Timestep is 1.2767578125
415: Timestep is 1.2767578125
351: Timestep is 1.2767578125
480: Timestep is 1.2767578125
416: Timestep is 1.2767578125
352: Timestep is 1.2767578125
481: Timestep is 1.2767578125
417: Timestep is 1.2767578125
353: Timestep is 1.2767578125
482: Timestep is 1.2767578125
418: Timestep is 1.2767578125
354: Timestep is 1.2767578125
483: Timestep is 1.2767578125
419: Timestep is 1.2767578125
355: Timestep is 1.2767578125
484: Timestep is 1.2767578125
420: Timestep is 1.2767578125
356: Timestep is 1.2767578125
485: Timestep is 1.2767578125
421: Timestep is 1.2767578125
357: Timestep is 1.2767578125
486: Timestep is 1.2767578125
422: Timestep is 1.2767578125
358: Timestep is 1.2767578125
487: Timestep is 1.2767578125
423: Timestep is 1.2767578125
359: Timestep is 1.2767578125
488: Timestep is 1.2767578125
424: Timestep is 1.2767578125
360: Timestep is 1.2767578125
489: Timestep is 1.2767578125
425: Timestep is 1.2767578125
361: Timestep is 1.2767578125
490: Timestep is 1.2767578125
426: Timestep is 1.2767578125
362: Timestep is 1.2767578125
491: Timestep is 1.2767578125
427: Timestep is 1.2767578125
363: Timestep is 1.2767578125
492: Timestep is 1.2767578125
428: Timestep is 1.2767578125
364: Timestep is 1.2767578125
493: Timestep is 1.2767578125
429: Timestep is 1.2767578125
365: Timestep is 1.2767578125
494: Timestep is 1.2767578125
430: Timestep is 1.2767578125
366: Timestep is 1.2767578125
495: Timestep is 1.2767578125
431: Timestep is 1.2767578125
367: Timestep is 1.2767578125
496: Timestep is 1.2767578125
432: Timestep is 1.2767578125
368: Timestep is 1.2767578125
497: Timestep is 1.2767578125
433: Timestep is 1.2767578125
369: Timestep is 1.2767578125
498: Timestep is 1.2767578125
434: Timestep is 1.2767578125
370: Timestep is 1.2767578125
499: Timestep is 1.2767578125
435: Timestep is 1.2767578125
371: Timestep is 1.2767578125
500: Timestep is 1.2767578125
436: Timestep is 1.2767578125
372: Timestep is 1.2767578125
501: Timestep is 1.2767578125
437: Timestep is 1.2767578125
373: Timestep is 1.2767578125
502: Timestep is 1.2767578125
438: Timestep is 1.2767578125
374: Timestep is 1.2767578125
503: Timestep is 1.2767578125
439: Timestep is 1.2767578125
375: Timestep is 1.2767578125
504: Timestep is 1.2767578125
440: Timestep is 1.2767578125
376: Timestep is 1.2767578125
505: Timestep is 1.2767578125
441: Timestep is 1.2767578125
377: Timestep is 1.2767578125
506: Timestep is 1.2767578125
442: Timestep is 1.2767578125
378: Timestep is 1.2767578125
507: Timestep is 1.2767578125
443: Timestep is 1.2767578125
379: Timestep is 1.2767578125
508: Timestep is 1.2767578125
444: Timestep is 1.2767578125
380: Timestep is 1.2767578125
509: Timestep is 1.2767578125
445: Timestep is 1.2767578125
381: Timestep is 1.2767578125
510: Timestep is 1.2767578125
446: Timestep is 1.2767578125
382: Timestep is 1.2767578125
511: Timestep is 1.2767578125
447: Timestep is 1.2767578125
383: Timestep is 1.2767578125
65: Timestep is 1.2767578125
156: Timestep is 1.2767578125
248: Timestep is 1.2767578125
292: Timestep is 1.2767578125
399: Timestep is 1.2767578125
459: Timestep is 1.2767578125
324: Timestep is 1.2767578125
 setting eref= -22.7992972286026
 start branch cut at 6.4619754843198
 stop branch cut at 9.6929632264797
matching: 0.000245
sending branch: 0.052427
Finding out where to send: 0.000102
sending walkers:1e-06
matching: 0.000244
sending branch: 0.002614
Finding out where to send: 7.5e-05
sending walkers:1e-06
matching: 0.000249
sending branch: 0.002548
Finding out where to send: 7.6e-05
sending walkers:1e-06
matching: 0.000299
sending branch: 0.002946
Finding out where to send: 9.8e-05
sending walkers:1e-06
matching: 0.000239
sending branch: 0.002794
Finding out where to send: 7.8e-05
sending walkers:1e-06
matching: 0.00024
sending branch: 0.002704
Finding out where to send: 8.5e-05
sending walkers:2e-06
matching: 0.00024
sending branch: 0.002711
Finding out where to send: 7.5e-05
sending walkers:1e-06
matching: 0.000299
sending branch: 0.002743
Finding out where to send: 9.3e-05
sending walkers:3e-06
matching: 0.000239
sending branch: 0.002664
Finding out where to send: 7.5e-05
sending walkers:1e-06
matching: 0.000236
1: Write took 0 seconds
sending branch: 0.003328
Finding out where to send: 6.3e-05
sending walkers:1e-06
matching: 0.000249
sending branch: 0.0029
Finding out where to send: 8.5e-05
sending walkers:3e-06
matching: 0.00023
sending branch: 0.002821
Finding out where to send: 8.3e-05
sending walkers:2e-06
matching: 0.000242
sending branch: 0.002815
Finding out where to send: 8e-05
sending walkers:1e-06
matching: 0.000243
sending branch: 0.002975
Finding out where to send: 9.6e-05
sending walkers:2e-06
matching: 0.000248
sending branch: 0.002813
Finding out where to send: 8.8e-05
sending walkers:3e-06
matching: 0.000238
sending branch: 0.002783
Finding out where to send: 7.1e-05
sending walkers:1e-06
matching: 0.000236
sending branch: 0.002709
Finding out where to send: 7.2e-05
sending walkers:1e-06
matching: 0.000235
sending branch: 0.00283
Finding out where to send: 7.2e-05
sending walkers:2e-06
matching: 0.000255
sending branch: 0.002802
Finding out where to send: 7.1e-05
sending walkers:1e-06
matching: 0.000232
1: Write took 0 seconds
sending branch: 0.003252
Finding out where to send: 7.2e-05
sending walkers:1.8e-05
matching: 0.000229
sending branch: 0.002943
Finding out where to send: 7.8e-05
sending walkers:1e-06
matching: 0.000307
sending branch: 0.002986
Finding out where to send: 9e-05
sending walkers:2e-06
matching: 0.000285
sending branch: 0.00296
Finding out where to send: 9.1e-05
sending walkers:1e-06
matching: 0.000258
sending branch: 0.002848
Finding out where to send: 8.9e-05
sending walkers:1e-06
matching: 0.000236
sending branch: 0.002651
Finding out where to send: 7.7e-05
sending walkers:1e-06
matching: 0.000229
sending branch: 0.00263
Finding out where to send: 8.3e-05
sending walkers:1e-06
matching: 0.000229
sending branch: 0.002892
Finding out where to send: 9.7e-05
sending walkers:1e-06
matching: 0.000242
sending branch: 0.002835
Finding out where to send: 7.8e-05
sending walkers:1e-06
matching: 0.000237
sending branch: 0.002836
Finding out where to send: 7.2e-05
sending walkers:1e-06
matching: 0.000244
sending branch: 0.003551
Finding out where to send: 6.7e-05
sending walkers:1e-06
1: Write took 0 seconds
matching: 0.000293
sending branch: 0.003268
Finding out where to send: 0.000102
sending walkers:2e-06
matching: 0.00029
sending branch: 0.003189
Finding out where to send: 9.6e-05
sending walkers:1e-06
matching: 0.000238
sending branch: 0.002649
Finding out where to send: 7.8e-05
sending walkers:1e-06
matching: 0.000242
sending branch: 0.002676
Finding out where to send: 7.5e-05
sending walkers:5e-06
matching: 0.000225
sending branch: 0.002704
Finding out where to send: 7.7e-05
sending walkers:2e-06
matching: 0.000242
sending branch: 0.003041
Finding out where to send: 9.2e-05
sending walkers:2e-06
matching: 0.000252
sending branch: 0.00266
Finding out where to send: 8.4e-05
sending walkers:1e-06
matching: 0.000235
sending branch: 0.002829
Finding out where to send: 8.5e-05
sending walkers:5e-06
matching: 0.000235
sending branch: 0.002729
Finding out where to send: 8.1e-05
sending walkers:1e-06
matching: 0.000236
1: Write took 0 seconds
sending branch: 0.003707
Finding out where to send: 7.3e-05
sending walkers:1e-06
matching: 0.000279
sending branch: 0.003192
Finding out where to send: 8.8e-05
sending walkers:1e-06
matching: 0.00024
sending branch: 0.002641
Finding out where to send: 7e-05
sending walkers:1.1e-05
matching: 0.000234
sending branch: 0.002572
Finding out where to send: 7.8e-05
sending walkers:1e-06
matching: 0.000241
sending branch: 0.002817
Finding out where to send: 8.3e-05
sending walkers:1e-06
matching: 0.000289
sending branch: 0.002836
Finding out where to send: 0.000105
sending walkers:7e-06
matching: 0.000242
sending branch: 0.002763
Finding out where to send: 7.6e-05
sending walkers:2.1e-05
matching: 0.000236
sending branch: 0.002774
Finding out where to send: 8.7e-05
sending walkers:1e-06
matching: 0.000242
sending branch: 0.002745
Finding out where to send: 7.9e-05
sending walkers:1e-06
matching: 0.000236
sending branch: 0.002853
Finding out where to send: 8e-05
sending walkers:1e-06
matching: 0.000235
1: Write took 0 seconds
sending branch: 0.003554
Finding out where to send: 7.2e-05
sending walkers:1e-05
matching: 0.000233
sending branch: 0.002967
Finding out where to send: 8.2e-05
sending walkers:2e-06
matching: 0.00031
sending branch: 0.002964
Finding out where to send: 9.3e-05
sending walkers:1e-06
matching: 0.000248
sending branch: 0.002674
Finding out where to send: 8e-05
sending walkers:3e-06
matching: 0.00023
sending branch: 0.00271
Finding out where to send: 8.7e-05
sending walkers:4e-06
matching: 0.000242
sending branch: 0.002595
Finding out where to send: 8e-05
sending walkers:2e-06
matching: 0.000235
sending branch: 0.002682
Finding out where to send: 8e-05
sending walkers:1e-06
matching: 0.000237
sending branch: 0.002759
Finding out where to send: 7.8e-05
sending walkers:1.6e-05
matching: 0.000233
sending branch: 0.002707
Finding out where to send: 7.9e-05
sending walkers:1e-06
matching: 0.000245
sending branch: 0.002724
Finding out where to send: 8.4e-05
sending walkers:3e-06
matching: 0.000241
1: Write took 0 seconds
sending branch: 0.003108
Finding out where to send: 7.2e-05
sending walkers:3e-06
matching: 0.00024
sending branch: 0.002766
Finding out where to send: 8e-05
sending walkers:2e-06
matching: 0.000243
sending branch: 0.002665
Finding out where to send: 8.1e-05
sending walkers:1e-06
matching: 0.000247
sending branch: 0.002641
Finding out where to send: 7.2e-05
sending walkers:5e-06
matching: 0.000228
sending branch: 0.002563
Finding out where to send: 7.8e-05
sending walkers:3e-06
matching: 0.00023
sending branch: 0.00265
Finding out where to send: 8.4e-05
sending walkers:1e-06
matching: 0.000252
sending branch: 0.002839
Finding out where to send: 7.9e-05
sending walkers:4e-06
matching: 0.000231
sending branch: 0.00284
Finding out where to send: 8e-05
sending walkers:1.4e-05
matching: 0.000257
sending branch: 0.002878
Finding out where to send: 8.5e-05
sending walkers:1e-06
matching: 0.000246
sending branch: 0.002847
Finding out where to send: 7.9e-05
sending walkers:1e-06
matching: 0.00025
1: Write took 0 seconds
sending branch: 0.003408
Finding out where to send: 6.9e-05
sending walkers:1e-06
matching: 0.000249
sending branch: 0.002837
Finding out where to send: 8.6e-05
sending walkers:1e-06
matching: 0.000246
sending branch: 0.002648
Finding out where to send: 7.9e-05
sending walkers:5e-06
matching: 0.000234
sending branch: 0.002627
Finding out where to send: 8.6e-05
sending walkers:1e-06
matching: 0.00024
sending branch: 0.002569
Finding out where to send: 8.2e-05
sending walkers:1e-06
matching: 0.000236
sending branch: 0.002529
Finding out where to send: 7.9e-05
sending walkers:1e-06
matching: 0.00024
sending branch: 0.002623
Finding out where to send: 8.7e-05
sending walkers:1e-06
matching: 0.000239
sending branch: 0.002777
Finding out where to send: 7.7e-05
sending walkers:1e-06
matching: 0.000235
sending branch: 0.002702
Finding out where to send: 7.8e-05
sending walkers:1e-06
matching: 0.000241
sending branch: 0.00291
Finding out where to send: 8.6e-05
sending walkers:3e-06
matching: 0.000237
1: Write took 0 seconds
sending branch: 0.003632
Finding out where to send: 6.5e-05
sending walkers:4e-06
matching: 0.000237
sending branch: 0.002941
Finding out where to send: 9.3e-05
sending walkers:1e-06
matching: 0.000233
sending branch: 0.002653
Finding out where to send: 7.7e-05
sending walkers:1e-06
matching: 0.000235
sending branch: 0.00281
Finding out where to send: 7.4e-05
sending walkers:2.1e-05
matching: 0.000247
sending branch: 0.003029
Finding out where to send: 8.3e-05
sending walkers:5e-06
matching: 0.000254
sending branch: 0.002908
Finding out where to send: 8.1e-05
sending walkers:1e-06
matching: 0.000235
sending branch: 0.002767
Finding out where to send: 8e-05
sending walkers:1e-06
matching: 0.000243
sending branch: 0.002749
Finding out where to send: 9.3e-05
sending walkers:1e-06
matching: 0.000245
sending branch: 0.002627
Finding out where to send: 8.3e-05
sending walkers:1e-06
matching: 0.000247
sending branch: 0.00278
Finding out where to send: 8e-05
sending walkers:1e-06
matching: 0.000256
1: Write took 0 seconds
sending branch: 0.00367
Finding out where to send: 6.4e-05
sending walkers:1.4e-05
matching: 0.000263
sending branch: 0.002799
Finding out where to send: 8.7e-05
sending walkers:1e-06
matching: 0.000238
sending branch: 0.002662
Finding out where to send: 8.7e-05
sending walkers:1e-06
matching: 0.000242
sending branch: 0.002724
Finding out where to send: 7.7e-05
sending walkers:1e-06
matching: 0.000229
sending branch: 0.002771
Finding out where to send: 7.7e-05
sending walkers:1e-06
matching: 0.000246
sending branch: 0.002738
Finding out where to send: 8.6e-05
sending walkers:1e-06
matching: 0.000241
sending branch: 0.002763
Finding out where to send: 7.8e-05
sending walkers:1e-06
matching: 0.000234
sending branch: 0.00273
Finding out where to send: 7.8e-05
sending walkers:1e-06
matching: 0.000228
sending branch: 0.002676
Finding out where to send: 7.3e-05
sending walkers:1e-06
matching: 0.000234
sending branch: 0.002685
Finding out where to send: 7.9e-05
sending walkers:1e-06
matching: 0.000238
1: Write took 0 seconds
sending branch: 0.003081
Finding out where to send: 6.9e-05
sending walkers:1e-06
Read took 1 seconds
 setting eref= -22.8642158650156
 start branch cut at 9.03691225938339
 stop branch cut at 13.5553683890751
matching: 0.000248
sending branch: 0.002884
Finding out where to send: 8.4e-05
sending walkers:1e-06
matching: 0.000235
sending branch: 0.002703
Finding out where to send: 8.1e-05
sending walkers:1e-06
matching: 0.000233
sending branch: 0.00272
Finding out where to send: 8.2e-05
sending walkers:1e-06
matching: 0.000232
sending branch: 0.002728
Finding out where to send: 8.6e-05
sending walkers:1e-06
matching: 0.000241
sending branch: 0.002797
Finding out where to send: 8.3e-05
sending walkers:5e-06
matching: 0.000238
sending branch: 0.002857
Finding out where to send: 7.4e-05
sending walkers:1e-06
matching: 0.000239
sending branch: 0.002583
Finding out where to send: 7.9e-05
sending walkers:5e-06
matching: 0.000242
sending branch: 0.002631
Finding out where to send: 7.4e-05
sending walkers:1e-06
matching: 0.000238
sending branch: 0.002635
Finding out where to send: 7.4e-05
sending walkers:1e-06
matching: 0.000234
sending branch: 0.002506
Finding out where to send: 8e-05
sending walkers:1e-06
matching: 0.000232
sending branch: 0.002634
Finding out where to send: 7.3e-05
sending walkers:1e-06
matching: 0.000257
sending branch: 0.002632
Finding out where to send: 8.1e-05
sending walkers:1e-06
matching: 0.000226
sending branch: 0.0027
Finding out where to send: 7.5e-05
sending walkers:1e-06
matching: 0.000222
sending branch: 0.002711
Finding out where to send: 8.4e-05
sending walkers:1e-06
matching: 0.000235
sending branch: 0.002729
Finding out where to send: 7.9e-05
sending walkers:1e-06
matching: 0.000232
sending branch: 0.00264
Finding out where to send: 8.3e-05
sending walkers:1e-06
matching: 0.00023
sending branch: 0.002709
Finding out where to send: 8e-05
sending walkers:1e-06
matching: 0.000231
sending branch: 0.002767
Finding out where to send: 7.7e-05
sending walkers:2e-06
matching: 0.000231
sending branch: 0.002745
Finding out where to send: 7.8e-05
sending walkers:6e-06
matching: 0.000244
sending branch: 0.002828
Finding out where to send: 8.6e-05
sending walkers:1e-06
matching: 0.000236
sending branch: 0.002905
Finding out where to send: 7.9e-05
sending walkers:1e-06
matching: 0.000252
sending branch: 0.002938
Finding out where to send: 7.9e-05
sending walkers:1e-06
matching: 0.000228
sending branch: 0.002922
Finding out where to send: 7.9e-05
sending walkers:1e-06
matching: 0.000233
sending branch: 0.002628
Finding out where to send: 7.7e-05
sending walkers:2e-06
matching: 0.000235
sending branch: 0.00303
Finding out where to send: 0.000111
sending walkers:1e-06
matching: 0.000229
sending branch: 0.003006
Finding out where to send: 9.8e-05
sending walkers:5.9e-05
matching: 0.00023
sending branch: 0.00275
Finding out where to send: 7.7e-05
sending walkers:2e-06
matching: 0.000233
sending branch: 0.002621
Finding out where to send: 8.8e-05
sending walkers:1e-06
matching: 0.000231
sending branch: 0.002601
Finding out where to send: 7.9e-05
sending walkers:1e-06
matching: 0.000241
sending branch: 0.002708
