 Level   Rel eigenvalue     Abs eigenvalue      Total Energy    Degeneracy
  104     0.1446672526     -6.979481094831      -66.422933891431 (   2 * )
  105     0.1504089650     -6.973739382453      -66.417192179053 (   2 * )
  106     0.1504089667     -6.973739380800      -66.417192177400 (   2 * )
  107     0.1504089700     -6.973739377493      -66.417192174094 (   2 * )
  108     0.1504089749     -6.973739372534      -66.417192169134 (   2 * )
  109     0.1504089815     -6.973739365923      -66.417192162523 (   2 * )
  110     0.1504089898     -6.973739357660      -66.417192154260 (   2 * )
  111     0.1504089997     -6.973739347747      -66.417192144348 (   2 * )
  112     0.1510906668     -6.973057680700      -66.416510477301 (   2 * )
  113     0.1511847686     -6.972963578877      -66.416416375478 (   2 * )
  114     0.1511847864     -6.972963561044      -66.416416357644 (   2 * )
  115     0.1511847983     -6.972963549155      -66.416416345755 (   2 * )
  116     0.1511848043     -6.972963543210      -66.416416339810 (   2 * )
  117     0.1592169854     -6.964931362020      -66.408384158620 (   2 * )
  118     0.1592169929     -6.964931354573      -66.408384151173 (   2 * )
  119     0.1592170078     -6.964931339650      -66.408384136251 (   2 * )
  120     0.1595864464     -6.964561901094      -66.408014697695 (   2 * )
  121     0.1595865013     -6.964561846146      -66.408014642747 (   2 * )
  122     0.1595865379     -6.964561809548      -66.408014606149 (   2 * )
  123     0.1595865562     -6.964561791259      -66.408014587860 (   2 * )
  124     0.1630445431     -6.961103804403      -66.404556601003 (   2 * )
  125     0.1630445534     -6.961103794087      -66.404556590688 (   2 * )
  126     0.1630445611     -6.961103786347      -66.404556582947 (   2 * )
  127     0.1630445663     -6.961103781185      -66.404556577785 (   2 * )
  128     0.1630445689     -6.961103778603      -66.404556575203 (   2 * )
  129     0.1634232793     -6.960725068177      -66.404177864777 (   2 * )
  130     0.1634233413     -6.960725006191      -66.404177802791 (   2 * )
  131     0.1634233909     -6.960724956609      -66.404177753209 (   2 * )
  132     0.1634234280     -6.960724919427      -66.404177716027 (   2 * )
  133     0.1634234528     -6.960724894641      -66.404177691242 (   2 * )
  134     0.1634234652     -6.960724882249      -66.404177678849 (   2 * )
  135     0.1676311378     -6.956517209660      -66.399970006261 (   2 * )
  136     0.1676312129     -6.956517134525      -66.399969931125 (   2 * )
  137     0.1772904593     -6.946857888131      -66.390310684732 (   2 * )
  138     0.1772904744     -6.946857873092      -66.390310669692 (   2 * )
  139     0.1772905045     -6.946857843015      -66.390310639615 (   2 * )
  140     0.1782794236     -6.945868923883      -66.389321720483 (   2 * )
  141     0.1782794477     -6.945868899811      -66.389321696411 (   2 * )
  142     0.1782794657     -6.945868881764      -66.389321678365 (   2 * )
  143     0.1782794777     -6.945868869738      -66.389321666338 (   2 * )
  144     0.1782794837     -6.945868863725      -66.389321660326 (   2 * )
  145     0.1789178592     -6.945230488242      -66.388683284843 (   2 * )
  146     0.1789178833     -6.945230464188      -66.388683260788 (   2 * )
  147     0.1789645671     -6.945183780396      -66.388636576996 (   2 * )
  148     0.1817224580     -6.942425889494      -66.385878686094 (   2 * )
  149     0.1817224660     -6.942425881439      -66.385878678040 (   2 * )
  150     0.1817224821     -6.942425865327      -66.385878661927 (   2 * )
  151     0.1817225063     -6.942425841149      -66.385878637749 (   2 * )
  152     0.1885614729     -6.935586874541      -66.379039671141 (   2 * )
  153     0.1885614843     -6.935586863216      -66.379039659817 (   2 * )
  154     0.1885615069     -6.935586840564      -66.379039637164 (   2 * )
  155     0.1943979119     -6.929750435606      -66.373203232207 (   2 * )
  156     0.1943979380     -6.929750409515      -66.373203206115 (   2 * )
  157     0.1943979901     -6.929750357335      -66.373203153935 (   2 * )
  158     0.1943980684     -6.929750279069      -66.373203075670 (   2 * )
  159     0.1953028028     -6.928845544650      -66.372298341250 (   2 * )
  160     0.1953028993     -6.928845448140      -66.372298244740 (   2 * )
  161     0.2007021524     -6.923446195018      -66.366898991619 (   2 * )
  162     0.2007021682     -6.923446179287      -66.366898975887 (   2 * )
  163     0.2007021760     -6.923446171418      -66.366898968019 (   2 * )
  164     0.2036633888     -6.920484958707      -66.363937755308 (   2 * )
  165     0.2036634480     -6.920484899501      -66.363937696102 (   2 * )
  166     0.2036634776     -6.920484869905      -66.363937666505 (   2 * )
  167     0.2061902690     -6.917958078419      -66.361410875019 (   2 * )
  168     0.2061902707     -6.917958076720      -66.361410873320 (   2 * )
  169     0.2061902741     -6.917958073319      -66.361410869919 (   2 * )
  170     0.2061902793     -6.917958068210      -66.361410864810 (   2 * )
  171     0.2061902861     -6.917958061386      -66.361410857986 (   2 * )
  172     0.2102461765     -6.913902171015      -66.357354967615 (   2 * )
  173     0.2102462514     -6.913902096080      -66.357354892680 (   2 * )
  174     0.2118560743     -6.912292273196      -66.355745069796 (   2 * )
  175     0.2118561049     -6.912292242518      -66.355745039118 (   2 * )
  176     0.2118561663     -6.912292181158      -66.355744977759 (   2 * )
  177     0.2122146332     -6.911933714264      -66.355386510864 (   2 * )
  178     0.2122146490     -6.911933698437      -66.355386495037 (   2 * )
  179     0.2122146807     -6.911933666782      -66.355386463383 (   2 * )
  180     0.2122147282     -6.911933619300      -66.355386415901 (   2 * )
  181     0.2135189943     -6.910629353146      -66.354082149747 (   2 * )
  182     0.2135189965     -6.910629350940      -66.354082147540 (   2 * )
  183     0.2201012069     -6.904047140577      -66.347499937178 (   2 * )
  184     0.2468585067     -6.877289840790      -66.320742637390 (   2 * )
  185     0.2468585277     -6.877289819805      -66.320742616406 (   2 * )
  186     0.2468585416     -6.877289805818      -66.320742602419 (   2 * )
  187     0.2468585486     -6.877289798826      -66.320742595426 (   2 * )
  188     0.2479995813     -6.876148766124      -66.319601562725 (   2 * )
  189     0.2479995917     -6.876148755794      -66.319601552395 (   2 * )
  190     0.2479995994     -6.876148748055      -66.319601544655 (   2 * )
  191     0.2479996046     -6.876148742898      -66.319601539499 (   2 * )
  192     0.2479996071     -6.876148740321      -66.319601536922 (   2 * )
  193     0.2590036184     -6.865144729082      -66.308597525682 (   2 * )
  194     0.2590037374     -6.865144610102      -66.308597406702 (   2 * )
  195     0.2619951756     -6.862153171823      -66.305605968423 (   2 * )
  196     0.2619951904     -6.862153157095      -66.305605953695 (   2 * )
  197     0.2619952199     -6.862153127595      -66.305605924195 (   2 * )
  198     0.2641436994     -6.860004648071      -66.303457444671 (   2 * )
  199     0.2641437157     -6.860004631770      -66.303457428370 (   2 * )
  200     0.2641437483     -6.860004599158      -66.303457395758 (   2 * )
  201     0.2641437973     -6.860004550214      -66.303457346814 (   2 * )
  202     0.2723987383     -6.851749609181      -66.295202405781 (   2 * )
  203     0.3141751160     -6.809973231515      -66.253426028115 (   2 * )
  204     0.3141752147     -6.809973132811      -66.253425929411 (   2 * )
  205     0.3141752640     -6.809973083457      -66.253425880057 (   2 * )
  206     0.3147146950     -6.809433652443      -66.252886449043 (   2 * )
  207     0.3147147986     -6.809433548893      -66.252886345493 (   2 * )
  208     0.3930523038     -6.731096043682      -66.174548840282 (   2 * )


 Total average:       -66.4173674622
