 Level   Rel eigenvalue     Abs eigenvalue      Total Energy    Degeneracy
   57     0.0891464129     -4.558271871371      -67.300137599488 (   2 * )
   58     0.0891464178     -4.558271866480      -67.300137594597 (   2 * )
   59     0.0891464210     -4.558271863219      -67.300137591335 (   3 * )
   60     0.1035858752     -4.543832409050      -67.285698137167 (   2 * )
   61     0.1035858881     -4.543832396138      -67.285698124255 (   2 * )
   62     0.1035858987     -4.543832385576      -67.285698113692 (   2 * )
   63     0.1035859069     -4.543832377362      -67.285698105478 (   2 * )
   64     0.1035859128     -4.543832371495      -67.285698099612 (   2 * )
   65     0.1035859163     -4.543832367976      -67.285698096092 (   2 * )
   66     0.1035859175     -4.543832366802      -67.285698094919 (   1 * )
   67     0.1102029264     -4.537215357846      -67.279081085963 (   1 * )
   68     0.1102029308     -4.537215353458      -67.279081081574 (   2 * )
   69     0.1102029440     -4.537215340294      -67.279081068411 (   2 * )
   70     0.1102029659     -4.537215318358      -67.279081046475 (   2 * )
   71     0.1102029966     -4.537215287655      -67.279081015772 (   2 * )
   72     0.1103239707     -4.537094313597      -67.278960041714 (   1 * )
   73     0.1103239760     -4.537094308246      -67.278960036362 (   2 * )
   74     0.1103239921     -4.537094292190      -67.278960020307 (   2 * )
   75     0.1103240188     -4.537094265426      -67.278959993543 (   2 * )
   76     0.1107367961     -4.536681488210      -67.278547216326 (   1 * )
   77     0.1107368039     -4.536681480406      -67.278547208523 (   2 * )
   78     0.1107368273     -4.536681457007      -67.278547185124 (   2 * )
   79     0.1113967607     -4.536021523559      -67.277887251676 (   1 * )
   80     0.1113967915     -4.536021492810      -67.277887220927 (   2 * )
   81     0.1270593119     -4.520358972334      -67.262224700450 (   1 * )
   82     0.1347494305     -4.512668853785      -67.254534581901 (   2 * )
   83     0.1347494682     -4.512668816067      -67.254534544183 (   2 * )
   84     0.1347494808     -4.512668803484      -67.254534531601 (   1 * )
   85     0.1538582521     -4.493560032140      -67.235425760257 (   2 * )
   86     0.1538583332     -4.493559951021      -67.235425679138 (   2 * )
   87     0.1538583819     -4.493559902350      -67.235425630467 (   2 * )
   88     0.1538583981     -4.493559886127      -67.235425614243 (   1 * )
   89     0.1807694705     -4.466648813805      -67.208514541922 (   1 * )
   90     0.1807694723     -4.466648811923      -67.208514540039 (   2 * )
   91     0.1807694779     -4.466648806357      -67.208514534474 (   2 * )
   92     0.1808783221     -4.466539962166      -67.208405690282 (   2 * )
   93     0.1808783349     -4.466539949412      -67.208405677528 (   2 * )
   94     0.1808783391     -4.466539945148      -67.208405673265 (   1 * )
   95     0.1810483801     -4.466369904184      -67.208235632300 (   2 * )
   96     0.1810483978     -4.466369886487      -67.208235614603 (   2 * )
   97     0.1810484104     -4.466369873865      -67.208235601981 (   2 * )
   98     0.1810484180     -4.466369866299      -67.208235594415 (   2 * )
   99     0.1810484205     -4.466369863778      -67.208235591894 (   1 * )
  100     0.1813903316     -4.466027952671      -67.207893680787 (   2 * )
  101     0.1813903509     -4.466027933407      -67.207893661524 (   2 * )
  102     0.1813903624     -4.466027921855      -67.207893649972 (   2 * )
  103     0.1813903663     -4.466027918006      -67.207893646122 (   1 * )
  104     0.1849833802     -4.462434904047      -67.204300632163 (   2 * )
  105     0.1849833936     -4.462434890647      -67.204300618764 (   1 * )
  106     0.1871709069     -4.460247377376      -67.202113105492 (   1 * )
  107     0.2047750604     -4.442643223889      -67.184508952005 (   9 * )
  108     0.2741607070     -4.373257577303      -67.115123305419 (   1 * )
  109     0.2741607336     -4.373257550619      -67.115123278736 (   2 * )
  110     0.2741608137     -4.373257470588      -67.115123198705 (   2 * )
  111     0.3545851280     -4.292833156235      -67.034698884352 (   1 * )


 Total average:       -67.2843389783
