0: output to I2.linear.o
393: Timestep is 1.95715
137: Timestep is 1.95715
201: Timestep is 1.95715
329: Timestep is 1.95715
394: Timestep is 1.95715
138: Timestep is 1.95715
202: Timestep is 1.95715
330: Timestep is 1.95715
395: Timestep is 1.95715
139: Timestep is 1.95715
203: Timestep is 1.95715
331: Timestep is 1.95715
396: Timestep is 1.95715
140: Timestep is 1.95715
204: Timestep is 1.95715
332: Timestep is 1.95715
397: Timestep is 1.95715
141: Timestep is 1.95715
205: Timestep is 1.95715
333: Timestep is 1.95715
398: Timestep is 1.95715
142: Timestep is 1.95715
206: Timestep is 1.95715
334: Timestep is 1.95715
399: Timestep is 1.95715
143: Timestep is 1.95715
207: Timestep is 1.95715
335: Timestep is 1.95715
400: Timestep is 1.95715
144: Timestep is 1.95715
208: Timestep is 1.95715
336: Timestep is 1.95715
401: Timestep is 1.95715
145: Timestep is 1.95715
209: Timestep is 1.95715
337: Timestep is 1.95715
402: Timestep is 1.95715
146: Timestep is 1.95715
210: Timestep is 1.95715
338: Timestep is 1.95715
403: Timestep is 1.95715
147: Timestep is 1.95715
211: Timestep is 1.95715
339: Timestep is 1.95715
404: Timestep is 1.95715
148: Timestep is 1.95715
212: Timestep is 1.95715
340: Timestep is 1.95715
405: Timestep is 1.95715
149: Timestep is 1.95715
213: Timestep is 1.95715
93: Timestep is 1.95715
341: Timestep is 1.95715
406: Timestep is 1.95715
150: Timestep is 1.95715
214: Timestep is 1.95715
342: Timestep is 1.95715
407: Timestep is 1.95715
151: Timestep is 1.95715
215: Timestep is 1.95715
343: Timestep is 1.95715
408: Timestep is 1.95715
152: Timestep is 1.95715
216: Timestep is 1.95715
344: Timestep is 1.95715
409: Timestep is 1.95715
153: Timestep is 1.95715
217: Timestep is 1.95715
345: Timestep is 1.95715
410: Timestep is 1.95715
154: Timestep is 1.95715
218: Timestep is 1.95715
346: Timestep is 1.95715
411: Timestep is 1.95715
155: Timestep is 1.95715
219: Timestep is 1.95715
347: Timestep is 1.95715
412: Timestep is 1.95715
156: Timestep is 1.95715
220: Timestep is 1.95715
348: Timestep is 1.95715
413: Timestep is 1.95715
157: Timestep is 1.95715
221: Timestep is 1.95715
349: Timestep is 1.95715
414: Timestep is 1.95715
158: Timestep is 1.95715
222: Timestep is 1.95715
350: Timestep is 1.95715
415: Timestep is 1.95715
159: Timestep is 1.95715
223: Timestep is 1.95715
351: Timestep is 1.95715
416: Timestep is 1.95715
160: Timestep is 1.95715
352: Timestep is 1.95715
417: Timestep is 1.95715
161: Timestep is 1.95715
353: Timestep is 1.95715
418: Timestep is 1.95715
162: Timestep is 1.95715
354: Timestep is 1.95715
419: Timestep is 1.95715
164: Timestep is 1.95715
355: Timestep is 1.95715
420: Timestep is 1.95715
165: Timestep is 1.95715
356: Timestep is 1.95715
421: Timestep is 1.95715
166: Timestep is 1.95715
357: Timestep is 1.95715
422: Timestep is 1.95715
167: Timestep is 1.95715
358: Timestep is 1.95715
423: Timestep is 1.95715
168: Timestep is 1.95715
359: Timestep is 1.95715
424: Timestep is 1.95715
169: Timestep is 1.95715
360: Timestep is 1.95715
425: Timestep is 1.95715
170: Timestep is 1.95715
361: Timestep is 1.95715
426: Timestep is 1.95715
171: Timestep is 1.95715
362: Timestep is 1.95715
428: Timestep is 1.95715
172: Timestep is 1.95715
364: Timestep is 1.95715
429: Timestep is 1.95715
173: Timestep is 1.95715
365: Timestep is 1.95715
430: Timestep is 1.95715
174: Timestep is 1.95715
366: Timestep is 1.95715
431: Timestep is 1.95715
175: Timestep is 1.95715
367: Timestep is 1.95715
432: Timestep is 1.95715
176: Timestep is 1.95715
368: Timestep is 1.95715
433: Timestep is 1.95715
177: Timestep is 1.95715
369: Timestep is 1.95715
434: Timestep is 1.95715
178: Timestep is 1.95715
370: Timestep is 1.95715
435: Timestep is 1.95715
179: Timestep is 1.95715
371: Timestep is 1.95715
436: Timestep is 1.95715
180: Timestep is 1.95715
372: Timestep is 1.95715
437: Timestep is 1.95715
181: Timestep is 1.95715
373: Timestep is 1.95715
438: Timestep is 1.95715
182: Timestep is 1.95715
374: Timestep is 1.95715
439: Timestep is 1.95715
183: Timestep is 1.95715
375: Timestep is 1.95715
440: Timestep is 1.95715
184: Timestep is 1.95715
376: Timestep is 1.95715
441: Timestep is 1.95715
185: Timestep is 1.95715
377: Timestep is 1.95715
442: Timestep is 1.95715
186: Timestep is 1.95715
378: Timestep is 1.95715
443: Timestep is 1.95715
187: Timestep is 1.95715
379: Timestep is 1.95715
444: Timestep is 1.95715
188: Timestep is 1.95715
380: Timestep is 1.95715
445: Timestep is 1.95715
189: Timestep is 1.95715
381: Timestep is 1.95715
446: Timestep is 1.95715
190: Timestep is 1.95715
382: Timestep is 1.95715
447: Timestep is 1.95715
191: Timestep is 1.95715
383: Timestep is 1.95715
427: Timestep is 1.95715
163: Timestep is 1.95715
55: Timestep is 1.95715
363: Timestep is 1.95715
275: Timestep is 1.95715
224: Timestep is 1.95715
225: Timestep is 1.95715
227: Timestep is 1.95715
228: Timestep is 1.95715
229: Timestep is 1.95715
230: Timestep is 1.95715
231: Timestep is 1.95715
232: Timestep is 1.95715
233: Timestep is 1.95715
234: Timestep is 1.95715
235: Timestep is 1.95715
236: Timestep is 1.95715
237: Timestep is 1.95715
238: Timestep is 1.95715
239: Timestep is 1.95715
240: Timestep is 1.95715
241: Timestep is 1.95715
242: Timestep is 1.95715
243: Timestep is 1.95715
244: Timestep is 1.95715
245: Timestep is 1.95715
246: Timestep is 1.95715
247: Timestep is 1.95715
248: Timestep is 1.95715
249: Timestep is 1.95715
250: Timestep is 1.95715
251: Timestep is 1.95715
252: Timestep is 1.95715
253: Timestep is 1.95715
254: Timestep is 1.95715
255: Timestep is 1.95715
226: Timestep is 1.95715
459: Timestep is 1.95715
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
energy derivative -0.2237502216 +/- 0.001732247369
energy derivative -0.2079746995 +/- 0.00287225773
energy derivative -0.08640986049 +/- 0.001983057056
energy derivative -0.02034966204 +/- 0.00129264474
energy derivative -0.8772176969 +/- 0.005378478804
energy derivative -0.4823549593 +/- 0.002592191
energy derivative -0.202512418 +/- 0.003104458196
energy derivative -0.06873669737 +/- 0.004506233287
energy derivative -0.4900352853 +/- 0.00736690712
energy derivative -0.3941050868 +/- 0.003960004374
energy derivative -0.2315981583 +/- 0.003012455886
energy derivative -0.05931550071 +/- 0.001525858541
energy derivative -0.1359013919 +/- 0.002147989055
energy derivative -0.05099397557 +/- 0.0007294047496
energy derivative -0.01021794737 +/- 0.0001992288784
energy derivative -0.003261237725 +/- 0.0001628787648
energy derivative -0.01189547421 +/- 0.0002485605661
energy derivative -0.0005654656568 +/- 2.113474666e-05
energy derivative -0.02976888798 +/- 0.0004798568015
energy derivative -0.002403578115 +/- 6.152079952e-05
eigenvals (3311897.022,0) (12493.10961,0) (1865.918084,0) (783.0529786,0) (381.2793496,0) (345.6205032,0) (73.92714284,0) (14.84249479,0) (-1.141930567,0) (-5.915432033,0) (-7.10215975,0) (-10.42605886,0) (-13.20896672,0) (-17.26191072,0) (-22.78142614,0) (-18.4197174,0) (-19.3395733,0) (-20.17560193,0) (-22.05559831,0) (-21.3733276,0) (-21.11449757,0) 
i 14 stab 2.271279307e-05 p0 0.4811785965 eigenval (-22.78142614,0)
chose 14 eigenval -22.78142614
eigenvals (16558465.43,0) (61409.7343,0) (8889.726029,0) (3708.347189,0) (549.9084566,0) (347.2250543,0) (80.43954165,0) (74.60255148,0) (1.770974124,0) (1.361944152,0) (-4.778795324,0) (-7.24848461,0) (-12.39065513,0) (-16.84591084,0) (-18.06696676,0) (-22.7809518,0) (-19.26893133,0) (-20.0004098,0) (-21.04170842,0) (-21.35807956,0) (-22.04898075,0) 
i 15 stab 0.0001135639653 p0 0.5262353833 eigenval (-22.7809518,0)
chose 15 eigenval -22.7809518
eigenvals (82791307.43,0) (306005.769,0) (44016.07149,0) (18342.93218,0) (1397.903976,0) (406.0476311,0) (352.7763385,0) (76.99104372,0) (28.92270321,0) (19.24662283,0) (4.896591727,0) (-6.063423273,0) (-10.1928458,0) (-15.55931001,0) (-17.39795569,0) (-22.77962943,0) (-19.12952753,0) (-19.59239541,0) (-22.0324978,0) (-20.94836789,0) (-21.31791969,0) 
i 15 stab 0.0005678198266 p0 0.5735826787 eigenval (-22.77962943,0)
chose 15 eigenval -22.77962943
eigenvals (413955517.5,0) (1528988.548,0) (219649.5174,0) (91515.43865,0) (5681.838379,0) (2028.655036,0) (381.1171147,0) (178.2379518,0) (90.14450092,0) (74.40508464,0) (39.93313706,0) (1.532548657,0) (-4.465821607,0) (-11.6062899,0) (-16.17423249,0) (-22.7760431,0) (-18.64966141,0) (-18.87800595,0) (-22.00534184,0) (-20.77864143,0) (-21.20341204,0) 
i 15 stab 0.002839099133 p0 0.6584513947 eigenval (-22.7760431,0)
i 18 stab 0.002839099133 p0 0.1155206837 eigenval (-22.00534184,0)
chose 15 eigenval -22.7760431
eigenvals (2069776568,0) (7643902.968,0) (1097817.101,0) (457377.8371,0) (27125.17233,0) (10139.30584,0) (928.4861676,0) (532.675022,0) (339.3874212,0) (215.3104863,0) (151.4204112,0) (55.26563537,0) (3.209594087,0) (-1.260935727,0) (-11.87146393,0) (-16.4689981,0) (-22.76644956,0) (-18.18633185,0) (-21.97313077,0) (-20.87605753,0) (-20.46978655,0) 
i 16 stab 0.01419549567 p0 0.7778323606 eigenval (-22.76644956,0)
i 18 stab 0.01419549567 p0 0.218421035 eigenval (-21.97313077,0)
chose 16 eigenval -22.76644956
eigenvals (1.034888316e+10,0) (38218475.35,0) (5488655.103,0) (2286689.8,0) (134348.0747,0) (50691.81829,0) (4679.766917,0) (1680.453532,0) (1393.344827,0) (1018.584003,0) (492.7573223,0) (275.3777926,0) (43.28883515,0) (19.75497798,0) (7.354377056,0) (-8.438371774,0) (-16.24996762,0) (-22.74303956,0) (-21.9257623,0) (-19.61157217,0) (-20.22711575,0) 
i 17 stab 0.07097747833 p0 0.8924455979 eigenval (-22.74303956,0)
i 18 stab 0.07097747833 p0 0.3847205666 eigenval (-21.9257623,0)
chose 17 eigenval -22.74303956
eigenvals (5.174440808e+10,0) (191091336.2,0) (27442845.07,0) (11433249.61,0) (670463.911,0) (253454.2198,0) (23436.41745,0) (8345.244907,0) (6185.062976,0) (4730.713784,0) (2209.593376,0) (1285.689117,0) (221.2593996,0) (113.8202858,0) (78.96155593,0) (29.35021647,0) (-7.312058895,0) (-16.54343012,0) (-19.40505175,0) (-22.71303875,0) (-21.81971498,0) 
i 19 stab 0.3548873917 p0 0.980855819 eigenval (-22.71303875,0)
i 20 stab 0.3548873917 p0 0.5433936717 eigenval (-21.81971498,0)
chose 19 eigenval -22.71303875
eigenvals (2.587220394e+11,0) (955455641.2,0) (137213795,0) (57166048.67,0) (3351043.361,0) (1267266.195,0) (117219.7062,0) (41681.70331,0) (30407.16629,0) (23089.22192,0) (10797.24893,0) (6299.357182,0) (1106.505414,0) (579.2201231,0) (414.629428,0) (214.6141346,0) (38.4549476,0) (-4.906105034,0) (-16.47302278,0) (-22.69907287,0) (-21.50611598,0) 
i 19 stab 1.774436958 p0 0.9983926788 eigenval (-22.69907287,0)
i 20 stab 1.774436958 p0 0.5984882003 eigenval (-21.50611598,0)
chose 19 eigenval -22.69907287
eigenvals (1.293610196e+12,0) (4777277167,0) (686068544.3,0) (285830044,0) (16753940.66,0) (6336326.063,0) (586136.1568,0) (208365.3152,0) (151572.3042,0) (114844.6743,0) (53736.15035,0) (31359.37256,0) (5534.606069,0) (2900.522771,0) (2089.692573,0) (1138.552184,0) (267.8780774,0) (51.5964448,0) (-1.915250659,0) (-22.702289,0) (-20.39004718,0) 
i 19 stab 8.872184791 p0 0.9998559523 eigenval (-22.702289,0)
i 20 stab 8.872184791 p0 0.4140884504 eigenval (-20.39004718,0)
chose 19 eigenval -22.702289
eigenvals (6.468050978e+12,0) (2.388638479e+10,0) (3430342292,0) (1429150020,0) (83768427.18,0) (31681625.4,0) (2930718.411,0) (1041783.614,0) (757408.5279,0) (573615.1251,0) (268430.7781,0) (156657.7754,0) (27675.68312,0) (14505.60249,0) (10464.55746,0) (5757.559929,0) (1415.125079,0) (333.7176405,0) (71.0487709,0) (-22.70926827,0) (-15.16059452,0) 
i 19 stab 44.36092396 p0 0.9999897511 eigenval (-22.70926827,0)
i 20 stab 44.36092396 p0 0.1410401984 eigenval (-15.16059452,0)
chose 19 eigenval -22.70926827
eigenvals (3.234025489e+13,0) (1.194319229e+11,0) (1.715171103e+10,0) (7145749903,0) (418840859.8,0) (158408122.1,0) (14653629.68,0) (5208875.155,0) (3786591.734,0) (2867466.044,0) (1341903.941,0) (783149.4549,0) (138381.1915,0) (72530.70353,0) (52338.80219,0) (28852.45066,0) (7151.386654,0) (1744.243357,0) (435.9333689,0) (-22.71198558,0) (10.8541534,0) 
i 19 stab 221.8046198 p0 0.9999995088 eigenval (-22.71198558,0)
chose 19 eigenval -22.71198558
eigenvals (1.617012744e+14,0) (5.971596136e+11,0) (8.57585547e+10,0) (3.572874932e+10,0) (2094203023,0) (792040605.5,0) (73268186.04,0) (26044332.87,0) (18932508.18,0) (14336720.37,0) (6709269.759,0) (3915607.785,0) (691908.7585,0) (362656.1488,0) (261710.0104,0) (144326.8742,0) (35832.69985,0) (8796.855812,0) (2260.370975,0) (-22.71262679,0) (140.8930487,0) 
i 19 stab 1109.023099 p0 0.9999999795 eigenval (-22.71262679,0)
chose 19 eigenval -22.71262679
eigenvals (8.085063724e+14,0) (2.985798069e+12,0) (4.28792773e+11,0) (1.786437464e+11,0) (1.047101384e+10,0) (3960203023,0) (366340967.8,0) (130221621.5,0) (94662090.51,0) (71682991.97,0) (33546098.85,0) (19577899.42,0) (3459546.598,0) (1813283.363,0) (1308566.048,0) (721698.9861,0) (179239.2669,0) (44059.91486,0) (-22.71275961,0) (11382.56201,0) (791.0799927,0) 
i 18 stab 5545.115495 p0 0.9999999992 eigenval (-22.71275961,0)
chose 18 eigenval -22.71275961
eigenvals (4.042531879e+15,0) (1.492899036e+13,0) (2.143963865e+12,0) (8.932187316e+11,0) (5.235506791e+10,0) (1.980101511e+10,0) (1831704877,0) (651108064.4,0) (473310002.2,0) (358414349.9,0) (167730244.3,0) (97889357.62,0) (17297735.8,0) (9066419.432,0) (6542846.236,0) (3608559.544,0) (896272.1024,0) (220375.2095,0) (-22.71278637,0) (56993.51776,0) (4042.01318,0) 
i 18 stab 27725.57747 p0 1 eigenval (-22.71278637,0)
chose 18 eigenval -22.71278637
eigenvals (2.02126584e+16,0) (7.464495168e+13,0) (1.071981932e+13,0) (4.466093658e+12,0) (2.617753383e+11,0) (9.900507554e+10,0) (9158524422,0) (3255540279,0) (2366549561,0) (1792071140,0) (838650971.7,0) (489446648.6,0) (86488681.8,0) (45332099.78,0) (32714247.18,0) (18042862.33,0) (4481436.28,0) (1101951.682,0) (-22.71279173,0) (285048.2967,0) (20296.67881,0) 
i 18 stab 138627.8874 p0 1 eigenval (-22.71279173,0)
chose 18 eigenval -22.71279173
eigenvals (1.034888316e+10,0) (38218475.35,0) (5488655.103,0) (2286689.8,0) (134348.0747,0) (50691.81829,0) (4679.766917,0) (1680.453532,0) (1393.344827,0) (1018.584003,0) (492.7573223,0) (275.3777926,0) (43.28883515,0) (19.75497798,0) (7.354377056,0) (-8.438371774,0) (-16.24996762,0) (-22.74303956,0) (-21.9257623,0) (-19.61157217,0) (-20.22711575,0) 
i 17 stab 0.07097747833 p0 0.8924455979 eigenval (-22.74303956,0)
i 18 stab 0.07097747833 p0 0.3847205666 eigenval (-21.9257623,0)
chose 17 eigenval -22.74303956
eigenvals (5.174440808e+10,0) (191091336.2,0) (27442845.07,0) (11433249.61,0) (670463.911,0) (253454.2198,0) (23436.41745,0) (8345.244907,0) (6185.062976,0) (4730.713784,0) (2209.593376,0) (1285.689117,0) (221.2593996,0) (113.8202858,0) (78.96155593,0) (29.35021647,0) (-7.312058895,0) (-16.54343012,0) (-19.40505175,0) (-22.71303875,0) (-21.81971498,0) 
i 19 stab 0.3548873917 p0 0.980855819 eigenval (-22.71303875,0)
i 20 stab 0.3548873917 p0 0.5433936717 eigenval (-21.81971498,0)
chose 19 eigenval -22.71303875
eigenvals (2.587220394e+11,0) (955455641.2,0) (137213795,0) (57166048.67,0) (3351043.361,0) (1267266.195,0) (117219.7062,0) (41681.70331,0) (30407.16629,0) (23089.22192,0) (10797.24893,0) (6299.357182,0) (1106.505414,0) (579.2201231,0) (414.629428,0) (214.6141346,0) (38.4549476,0) (-4.906105034,0) (-16.47302278,0) (-22.69907287,0) (-21.50611598,0) 
i 19 stab 1.774436958 p0 0.9983926788 eigenval (-22.69907287,0)
i 20 stab 1.774436958 p0 0.5984882003 eigenval (-21.50611598,0)
chose 19 eigenval -22.69907287
eigenvals (1.293610196e+12,0) (4777277167,0) (686068544.3,0) (285830044,0) (16753940.66,0) (6336326.063,0) (586136.1568,0) (208365.3152,0) (151572.3042,0) (114844.6743,0) (53736.15035,0) (31359.37256,0) (5534.606069,0) (2900.522771,0) (2089.692573,0) (1138.552184,0) (267.8780774,0) (51.5964448,0) (-1.915250659,0) (-22.702289,0) (-20.39004718,0) 
i 19 stab 8.872184791 p0 0.9998559523 eigenval (-22.702289,0)
i 20 stab 8.872184791 p0 0.4140884504 eigenval (-20.39004718,0)
chose 19 eigenval -22.702289
eigenvals (6.468050978e+12,0) (2.388638479e+10,0) (3430342292,0) (1429150020,0) (83768427.18,0) (31681625.4,0) (2930718.411,0) (1041783.614,0) (757408.5279,0) (573615.1251,0) (268430.7781,0) (156657.7754,0) (27675.68312,0) (14505.60249,0) (10464.55746,0) (5757.559929,0) (1415.125079,0) (333.7176405,0) (71.0487709,0) (-22.70926827,0) (-15.16059452,0) 
i 19 stab 44.36092396 p0 0.9999897511 eigenval (-22.70926827,0)
i 20 stab 44.36092396 p0 0.1410401984 eigenval (-15.16059452,0)
chose 19 eigenval -22.70926827
eigenvals (3.234025489e+13,0) (1.194319229e+11,0) (1.715171103e+10,0) (7145749903,0) (418840859.8,0) (158408122.1,0) (14653629.68,0) (5208875.155,0) (3786591.734,0) (2867466.044,0) (1341903.941,0) (783149.4549,0) (138381.1915,0) (72530.70353,0) (52338.80219,0) (28852.45066,0) (7151.386654,0) (1744.243357,0) (435.9333689,0) (-22.71198558,0) (10.8541534,0) 
i 19 stab 221.8046198 p0 0.9999995088 eigenval (-22.71198558,0)
chose 19 eigenval -22.71198558
eigenvals (1.617012744e+14,0) (5.971596136e+11,0) (8.57585547e+10,0) (3.572874932e+10,0) (2094203023,0) (792040605.5,0) (73268186.04,0) (26044332.87,0) (18932508.18,0) (14336720.37,0) (6709269.759,0) (3915607.785,0) (691908.7585,0) (362656.1488,0) (261710.0104,0) (144326.8742,0) (35832.69985,0) (8796.855812,0) (2260.370975,0) (-22.71262679,0) (140.8930487,0) 
i 19 stab 1109.023099 p0 0.9999999795 eigenval (-22.71262679,0)
chose 19 eigenval -22.71262679
eigenvals (8.085063724e+14,0) (2.985798069e+12,0) (4.28792773e+11,0) (1.786437464e+11,0) (1.047101384e+10,0) (3960203023,0) (366340967.8,0) (130221621.5,0) (94662090.51,0) (71682991.97,0) (33546098.85,0) (19577899.42,0) (3459546.598,0) (1813283.363,0) (1308566.048,0) (721698.9861,0) (179239.2669,0) (44059.91486,0) (-22.71275961,0) (11382.56201,0) (791.0799927,0) 
i 18 stab 5545.115495 p0 0.9999999992 eigenval (-22.71275961,0)
chose 18 eigenval -22.71275961
